id,premise,conclusion,premises-FOL,conclusion-FOL,label
385,"Herodicus was a Greek physician, dietician, sophist, and gymnast.
Herodicus was born in the city of Selymbria.
Selymbria is a colony of the city-state Megara.
One of the tutors of Hippocrates was Herodicus.
Massages were recommended by Herodicus.
Some of the theories of Herodicus are considered to be the foundation of sports medicine.",Herodicus did not recommend massages.,"Greek(herodicus) ∧ Physician(herodicus) ∧ Dietician(herodicus) ∧ Sophist(herodicus) ∧ Gymnast(herodicus)
Born(herodicus, selymbia) ∧ City(selymbia)
Colony(selymbia, megara) ∧ CityState(megara)
Tutor(herodicus, hippocrates)
Recommend(herodicus, massages)
∃x ∃y (Theory(x) ∧ From(x, herodicus) ∧ FoundationOf(x, sportsMedicine) ∧ (¬(x=y)) ∧ Theory(y) ∧ From(y, herodicus) ∧ FoundationOf(y, sportsMedicine))","-Recommend(herodicus, massages)",False
386,"Herodicus was a Greek physician, dietician, sophist, and gymnast.
Herodicus was born in the city of Selymbria.
Selymbria is a colony of the city-state Megara.
One of the tutors of Hippocrates was Herodicus.
Massages were recommended by Herodicus.
Some of the theories of Herodicus are considered to be the foundation of sports medicine.",Herodicus was born in a colony of a city-state.,"Greek(herodicus) ∧ Physician(herodicus) ∧ Dietician(herodicus) ∧ Sophist(herodicus) ∧ Gymnast(herodicus)
Born(herodicus, selymbia) ∧ City(selymbia)
Colony(selymbia, megara) ∧ CityState(megara)
Tutor(herodicus, hippocrates)
Recommend(herodicus, massages)
∃x ∃y (Theory(x) ∧ From(x, herodicus) ∧ FoundationOf(x, sportsMedicine) ∧ (¬(x=y)) ∧ Theory(y) ∧ From(y, herodicus) ∧ FoundationOf(y, sportsMedicine))","∃c ∃s (Born(herodicus,c) & Colony(c,s) & CityState(s))",True
387,"None of the kids in our family love the opera.
All of the adults in our family love the opera.
If someone in our family is a scientist, then they are an adult.
Some students in our family are kids.
Billy is a kid in our family.",Billy is a student.,"∀x ((Kid(x) ∧ In(x, ourFamily)) → ¬Love(x, opera))
∀x ((Adult(x) ∧ In(x, ourFamily)) → Love(x, opera))
∀x ((Scientist(x) ∧ In(x, ourFamily)) → Adult(x))
∃x (Student(x) ∧ In(x, ourFamily) ∧ Kid(x))
Kid(billy) ∧ In(billy, ourFamily)",Student(billy),Uncertain
388,"None of the kids in our family love the opera.
All of the adults in our family love the opera.
If someone in our family is a scientist, then they are an adult.
Some students in our family are kids.
Billy is a kid in our family.",Billy is a student and a scientist.,"∀x ((Kid(x) ∧ In(x, ourFamily)) → ¬Love(x, opera))
∀x ((Adult(x) ∧ In(x, ourFamily)) → Love(x, opera))
∀x ((Scientist(x) ∧ In(x, ourFamily)) → Adult(x))
∃x (Student(x) ∧ In(x, ourFamily) ∧ Kid(x))
Kid(billy) ∧ In(billy, ourFamily)",Student(billy) & Scientist(billy),False
389,"None of the kids in our family love the opera.
All of the adults in our family love the opera.
If someone in our family is a scientist, then they are an adult.
Some students in our family are kids.
Billy is a kid in our family.","If Billy is a student or a scientist, then Billy is a student and a kid.","∀x ((Kid(x) ∧ In(x, ourFamily)) → ¬Love(x, opera))
∀x ((Adult(x) ∧ In(x, ourFamily)) → Love(x, opera))
∀x ((Scientist(x) ∧ In(x, ourFamily)) → Adult(x))
∃x (Student(x) ∧ In(x, ourFamily) ∧ Kid(x))
Kid(billy) ∧ In(billy, ourFamily)",all x ( (x = billy & (Student(x) | Scientist(x))) -> (Student(x) & Kid(x)) ),True
390,"Brian Winter is a Scottish football referee.
After being injured, Brian Winter retired in 2012.
Brian Winter was appointed as a referee observer after his retirement.
Some football referees become referee observers.
The son of Brian Winter, Andy Winter, is a football player who plays for Hamilton Academical.",There is a son of a referee observer that plays football.,"Scottish(brianWinter) ∧ FootballReferee(brianWinter)
Retired(brianWinter) ∧ RetiredIn(brianWinter, yr2012)
RefereeObserver(brianWinter)
∃x (FootballReferee(x) ∧ RefereeObserver(x))
SonOf(andyWinter, brianWinter) ∧ FootballPlayer(andyWinter) ∧ PlaysFor(andyWinter, hamiltonAcademical)","exists x exists y (SonOf(x,y) & RefereeObserver(y) & FootballPlayer(x))",True
391,"Brian Winter is a Scottish football referee.
After being injured, Brian Winter retired in 2012.
Brian Winter was appointed as a referee observer after his retirement.
Some football referees become referee observers.
The son of Brian Winter, Andy Winter, is a football player who plays for Hamilton Academical.",Andy Winter is a referee.,"Scottish(brianWinter) ∧ FootballReferee(brianWinter)
Retired(brianWinter) ∧ RetiredIn(brianWinter, yr2012)
RefereeObserver(brianWinter)
∃x (FootballReferee(x) ∧ RefereeObserver(x))
SonOf(andyWinter, brianWinter) ∧ FootballPlayer(andyWinter) ∧ PlaysFor(andyWinter, hamiltonAcademical)",FootballReferee(andyWinter),Uncertain
392,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.",Erica plans.,"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))",Planner(erica),Uncertain
394,"Soccer players have a right foot and a left foot.
Top soccer players are soccer players who can use both the left foot and right foot very efficiently.
If a soccer player can score many goals using the left foot, they can use that foot very efficiently.
If a soccer player can score many goals using the right foot, they can use that foot very efficiently.
Cristiano Ronaldo is a soccer player.
Cristiano Ronaldo can use his right foot very efficiently.
Cristiano Ronaldo has scored many goals using his left foot.",Cristiano Ronaldo is a top soccer player.,"∀x (SoccerPlayer(x) → Have(x, leftFoot) ∧ Have(x, rightFoot))
∀x (SoccerPlayer(x) ∧ UseEfficiently(x, leftFoot) ∧ UseEfficiently(x, rightFoot) → TopSoccerPlayer(x))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, leftFoot) → UseEfficiently(x, leftFoot))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, rightFoot) → UseEfficiently(x, rightFoot))
SoccerPlayer(ronaldo)
UseEfficiently(ronaldo, rightFoot)
ScoreUsing(ronaldo, manyGoals, leftFoot)",TopSoccerPlayer(ronaldo),True
395,"Soccer players have a right foot and a left foot.
Top soccer players are soccer players who can use both the left foot and right foot very efficiently.
If a soccer player can score many goals using the left foot, they can use that foot very efficiently.
If a soccer player can score many goals using the right foot, they can use that foot very efficiently.
Cristiano Ronaldo is a soccer player.
Cristiano Ronaldo can use his right foot very efficiently.
Cristiano Ronaldo has scored many goals using his left foot.",Cristiano Ronaldo is not a top soccer player.,"∀x (SoccerPlayer(x) → Have(x, leftFoot) ∧ Have(x, rightFoot))
∀x (SoccerPlayer(x) ∧ UseEfficiently(x, leftFoot) ∧ UseEfficiently(x, rightFoot) → TopSoccerPlayer(x))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, leftFoot) → UseEfficiently(x, leftFoot))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, rightFoot) → UseEfficiently(x, rightFoot))
SoccerPlayer(ronaldo)
UseEfficiently(ronaldo, rightFoot)
ScoreUsing(ronaldo, manyGoals, leftFoot)",-TopSoccerPlayer(ronaldo),False
396,"The National Lobster Hatchery is a hatchery located in Padstow, England.
The National Lobster Hatchery is open to visitors.
A hatchery is either for profit or for conservation.
If a hatchery is for conservation, it might release animals into the wild.
The National Lobster Hatchery is not for profit.",All hatcheries are open to visitors.,"Hatchery(nationalLobsterHatchery) ∧ LocatedIn(nationalLobsterHatchery, padstowEngland)
OpenToVisitor(nationalLobsterHatchery)
∀x (Hatchery(x) → ForConservation(x) ⊕ ForProfit(x))
∃x (Hatchery(x) ∧ ForConservation(x) ∧ ReleaseAnimalToWild(x))
¬ForProfit(nationalLobsterHatchery)",all x (Hatchery(x) -> OpenToVisitor(x)),Uncertain
397,"The National Lobster Hatchery is a hatchery located in Padstow, England.
The National Lobster Hatchery is open to visitors.
A hatchery is either for profit or for conservation.
If a hatchery is for conservation, it might release animals into the wild.
The National Lobster Hatchery is not for profit.",The National Lobster Hatchery releases animals into the wild.,"Hatchery(nationalLobsterHatchery) ∧ LocatedIn(nationalLobsterHatchery, padstowEngland)
OpenToVisitor(nationalLobsterHatchery)
∀x (Hatchery(x) → ForConservation(x) ⊕ ForProfit(x))
∃x (Hatchery(x) ∧ ForConservation(x) ∧ ReleaseAnimalToWild(x))
¬ForProfit(nationalLobsterHatchery)",ReleaseAnimalToWild(nationalLobsterHatchery),Uncertain
399,"Camp Davern is a traditional summer camp for boys and girls.
Camp Davern was established in the year 1946.
Camp Davern was operated by the YMCA until the year 2015.
Camp Davern is an old summer camp.",A traditional summer camp for boys and girls was operated by the YMCA until the year 2015.,"TraditionalSummerCamp(campDavern) ∧ ForBoysAndGirls(campDavern)
EstablishedIn(campDavern, year1946)
OperatedUntil(yMCA, campDavern, year2015)
Old(campDavern)","∃x (TraditionalSummerCamp(x) & ForBoysAndGirls(x) & OperatedUntil(yMCA, x, year2015))",True
401,"If Emily's friends publish journals, then they do not work in the entertainment industry.
All of Emily's friends who are award-winning novelists publish journals.
Emily's friends work in the entertainment industry or are highly acclaimed in their profession.
If Emily's friends are highly acclaimed in their profession, then they often hold tenured and high-ranking positions at their workplace.
If Emily's friends are highly acclaimed in their profession, then they often receive glowing feedback and recommendations from their colleagues.
Taylor is Emily's friend.
It is not true that Taylor both holds highly acclaimed in her profession and often holds tenured and high-ranking positions at her workplace.",Taylor is Emily's friend and she often holds tenured and high-ranking positions at her workplace.,"∀x (EmilysFriend(x) ∧ Publish(x, journal) → ¬WorkIn(x, entertainmentIndustry))
∀x (EmilysFriend(x) ∧ AwardWinningNovelist(x) → Publish(x, journal))
∀x (EmilysFriend(x) → WorkIn(x, entertainmentIndustry) ∨ HighlyAcclaimedIn(x, theirProfession))
∀x (EmilysFriend(x) ∧ HighlyAcclaimedIn(x, theirProfession) → ∃y (HoldAt(x, y, workPlace) ∧ Tenured(y) ∧ HighRanking(y) ∧ Position(y)))
∀x (EmilysFriend(x) ∧ HighlyAcclaimedIn(x, theirProfession) → ReceiveFrom(x, glowingFeedback, colleague) ∧ ReceiveFrom(x, glowingRecommendation, colleague))
EmilysFriends(taylor) 
¬(HighlyAcclaimedIn(taylor, theirProfession) ∧ (∃y (HoldAt(taylor, y, workPlace) ∧ Tenured(y) ∧ HighRanking(y) ∧ Position(y)))","EmilysFriend(taylor) & exists y (HoldAt(taylor,y,workPlace) & Tenured(y) & HighRanking(y) & Position(y))",Uncertain
402,"Thick as Thieves is a young adult fantasy novel written by Megan Whalen Turner.
Thick as Thieves was published by Greenwillow Books.
If a book was published by a company, then the author of that book worked with the company that published the book.
The fictional Mede Empire is where Thick as Thieves is set.
The Mede Empire plots to swallow up some nearby countries.
Attolia and Sounis are countries near the Mede Empire.
Thick as Thieves was sold both as a hardcover and an e-book.",The Mede Empire plans to swallow up Attolia.,"YoungAdultFantasy(thickAsTheives) ∧ Novel(thickAsTheives) ∧ WrittenBy(thickAsTheives, meganWhalenTurner)
PublishedBy(thickAsTheives, greenWillowBooks)
∀x ∀y ∀z ((WrittenBy(x, y) ∧ PublishedBy(x, z)) → WorkedWith(y, z))
Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)
∃x ∃y ((Country(x) ∧ Near(x, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, x)) ∧ (¬(x=y) ∧ Near(y, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, y)))
Country(attolia) ∧ Near(attolia, medeEmpire) ∧ Country(sounis) ∧ Near(sounis, medeEmpire)
SoldAs(thickAsTheives, hardCover) ∧ SoldAs(thickAsTheives, softCover)","PlotsToSwallowUp(medeEmpire,attolia)",Uncertain
404,"WeTab is a MeeGo-based tablet computer.
WeTab was announced by Neofonie.
Neofonie is a German producer.
Germans live in Germany or abroad.",There is a tablet computer announced by a German producer.,"MeeGoBased(weTab) ∧ TabletComputer(weTab)
∀x (AnnouncedBy(weTab, neofonie))
German(neofonie) ∧ Producer(neofonie)
∀x (German(x) → LiveIn(x, german) ⊕ LiveAbroad(x))","∃x ∃y (TabletComputer(x) & AnnouncedBy(x,y) & German(y) & Producer(y))",True
405,"Some employees in James's town who work in business analysis are good at math. 
All of the employees in James's town who work in business analysis are working for this company. 
None of the employees in James's town who work for this company are from China. 
All of the employees in James's town working in software engineering are from China. 
Leif is an employee in James's town, and he is working in software engineering.",Leif is good at math.,"∃x ∃y (EmployeeIn(x, jamesSTown) ∧ WorkIn(x, businessAnalysis) ∧ GoodAt(x, math) ∧ (¬(x=y)) ∧ EmployeeIn(y, jamesSTown) ∧ WorkIn(y, businessAnalysis) ∧ GoodAt(y, math))
∀x ((EmployeeIn(x, jamesSTown) ∧ WorkIn(x, businessAnalysis)) → WorkFor(x, thisCompany))
∀x ((EmployeeIn(x, jamesSTown) ∧ WorkFor(x, thisCompany)) → ¬From(x, china))
∀x (EmployeeIn(x, jamesSTown) ∧ WorkIn(x, softwareEngineering) → From(x, china))
EmployeeIn(leif, jamesSTown) ∧ WorkIn(leif, softwareEngineering)","GoodAt(leif,math)",Uncertain
406,"The party provides five kinds of fruits: strawberry, orange, blueberry, grape, and cherry.
If the fruit had the lowest remaining weight at the end of the party, then it means it was the most popular fruit.
At the end of the party, strawberries had the lowest remaining weight.
At the end of the party, the number of leftover blueberries was lower than that of cherries.
Benjamin only ate oranges and grapes at the party.",Blueberries were the most popular fruit at the party.,"Provide(party, strawberry) ∧ Provide(party, orange) ∧ Provide(party, blueberry) ∧ Provide(party, grape) ∧ Provide(party, cherry) 
∀x (LowestWeightRemainingAt(x, endOfParty) → MostPopular(x)) 
LowestWeightRemainingAt(strawberries, endOfParty)
LowerWeightAt(blueberry, cherry, endOfParty)
Eat(benjamin, orange) ∧ Eat(benjamin, grape) ∧ ¬Eat(benjamin, blueberry) ∧ ¬Eat(benjamin, cherry) ∧ ¬Eat(benjamin, strawberry)",MostPopular(blueberry),Uncertain
407,"The party provides five kinds of fruits: strawberry, orange, blueberry, grape, and cherry.
If the fruit had the lowest remaining weight at the end of the party, then it means it was the most popular fruit.
At the end of the party, strawberries had the lowest remaining weight.
At the end of the party, the number of leftover blueberries was lower than that of cherries.
Benjamin only ate oranges and grapes at the party.",Cherries were the most popular fruit at the party.,"Provide(party, strawberry) ∧ Provide(party, orange) ∧ Provide(party, blueberry) ∧ Provide(party, grape) ∧ Provide(party, cherry) 
∀x (LowestWeightRemainingAt(x, endOfParty) → MostPopular(x)) 
LowestWeightRemainingAt(strawberries, endOfParty)
LowerWeightAt(blueberry, cherry, endOfParty)
Eat(benjamin, orange) ∧ Eat(benjamin, grape) ∧ ¬Eat(benjamin, blueberry) ∧ ¬Eat(benjamin, cherry) ∧ ¬Eat(benjamin, strawberry)",MostPopular(cherry),Uncertain
408,"All students who attend in person have registered for the conference. 
Students either attend the conference in person or remotely. 
No students from China attend the conference remotely. 
James attends the conference, but he does not attend the conference remotely.
Jack attends the conference, and he is a student from China.",James attends the conference but not in person.,"∀x (AttendInPerson(x) → Registered(x))
∀x (Attend(x) → (AttendInPerson(x) ⊕ AttendRemotely(x)))
∀x ((Attend(x) ∧ FromChina(x)) → ¬AttendRemotely(x))
Attend(james) ∧ (¬AttendRemotely(james))
FromChina(jack) ∧ Attend(jack)",Attend(james) & -AttendInPerson(james),False
409,"All students who attend in person have registered for the conference. 
Students either attend the conference in person or remotely. 
No students from China attend the conference remotely. 
James attends the conference, but he does not attend the conference remotely.
Jack attends the conference, and he is a student from China.",Jack attends the conference in person.,"∀x (AttendInPerson(x) → Registered(x))
∀x (Attend(x) → (AttendInPerson(x) ⊕ AttendRemotely(x)))
∀x ((Attend(x) ∧ FromChina(x)) → ¬AttendRemotely(x))
Attend(james) ∧ (¬AttendRemotely(james))
FromChina(jack) ∧ Attend(jack)",AttendInPerson(jack),True
410,"All students who attend in person have registered for the conference. 
Students either attend the conference in person or remotely. 
No students from China attend the conference remotely. 
James attends the conference, but he does not attend the conference remotely.
Jack attends the conference, and he is a student from China.",Jack has registered for the conference.,"∀x (AttendInPerson(x) → Registered(x))
∀x (Attend(x) → (AttendInPerson(x) ⊕ AttendRemotely(x)))
∀x ((Attend(x) ∧ FromChina(x)) → ¬AttendRemotely(x))
Attend(james) ∧ (¬AttendRemotely(james))
FromChina(jack) ∧ Attend(jack)",Registered(jack),True
411,"David Ha'ivri is a political strategist. 
If you are born in Israel to at least one Israeli parent, you receive Israeli citizenship at birth. 
David Ha'ivri emigrated to the United States from Israel, where he was born to Israeli parents. 
Several Zionist leaders have been elected to the Shomron Regional Municipal council. 
David Ha'ivri is a Zionist leader.",David Ha'ivri is a United States citizen.,"PoliticalStrategist(davidHaivri)
∀x ∃y (BornInIsrael(x) ∧ ParentOf(y, x) ∧ Israeli(y) → Israeli(x))
∃x (EmigratedTo(davidHaivri, america) ∧ BornInIsrael(davidHaivri) ∧ ParentOf(davidHaivri, x) ∧ Israeli(x))
∃x (ZionistLeader(x) ∧ ElectedTo(x, shomronMunicipalCouncil))
ZionstLeader(davidHaivri)",UnitedStatesCitizen(davidHaivri),Uncertain
412,"David Ha'ivri is a political strategist. 
If you are born in Israel to at least one Israeli parent, you receive Israeli citizenship at birth. 
David Ha'ivri emigrated to the United States from Israel, where he was born to Israeli parents. 
Several Zionist leaders have been elected to the Shomron Regional Municipal council. 
David Ha'ivri is a Zionist leader.",David Ha'ivri has been elected to the Shomron Regional Municipal council.,"PoliticalStrategist(davidHaivri)
∀x ∃y (BornInIsrael(x) ∧ ParentOf(y, x) ∧ Israeli(y) → Israeli(x))
∃x (EmigratedTo(davidHaivri, america) ∧ BornInIsrael(davidHaivri) ∧ ParentOf(davidHaivri, x) ∧ Israeli(x))
∃x (ZionistLeader(x) ∧ ElectedTo(x, shomronMunicipalCouncil))
ZionstLeader(davidHaivri)","ElectedTo(davidHaivri,shomronMunicipalCouncil)",Uncertain
413,"Mary has the flu.
If someone has the flu, then they have influenza.
Susan doesn't have influenza.",Either Mary or Susan has influenza.,"Has(mary, flu)
∀x (Has(x, flu) → Has(x, influenza))
¬Has(susan, influenza)","Has(mary, influenza) | Has(susan, influenza)",True
414,"James Cocks was a British lawyer.
James Cocks was a Whig politician who sat in the House of Commons.
A British is a European.
Any lawyer is familiar with laws.
Some Whigs speak French.",Some European was familiar with laws.,"British(james) ∧ Lawyer(james)
Whig(james) ∧ Politician(james) ∧ SatInHouseOfCommons(james)
∀x (British(x) → European(x))
∀x (Lawyer(x) → FamiliarWithLaws(x))
∃x ∃y (Whig(x) ∧ SpeakFrench(x)) ∧ (¬(x=y)) ∧ (Whig(y) ∧ SpeakFrench(y))",exists x (European(x) & FamiliarWithLaws(x)),True
416,"If you go somewhere by train, you will not lose time.
If you go somewhere by car and meet a traffic jam, you will lose time.
If you lose time, you will be late for work.
Mary can get from New Haven to New York City either by train or car.
Mary is late for work.",Mary meets a traffic jam.,"∀x (GoByTrain(x) → ¬LoseTime(x))
∀x((GoByCar(x) ∧ Meet(x, trafficJam)) → LoseTime(x))
∀x (LoseTime(x) → LateForWork(x))
FromAndTo(newHaven, newYork) ∧ (GoByTrain(mary) ⊕ GoByCar(mary))
LateForWork(mary)","Meet(mary,trafficJam)",Uncertain
417,"If a person is hungry, the person is uncomfortable.
If a person is uncomfortable, the person is unhappy.","If a person is not hungry, the person is unhappy.","∀x (Hungry(x) → Uncomfortable(x))
∀x (Uncomfortable(x) → ¬Happy(x))",all x (-Hungry(x) -> -Happy(x)),Uncertain
418,"Tipped employees are not entitled to be paid the federal minimum wage by their employees. 
If a person is a white-collar worker, they are entitled to be paid the federal minimum wage by their employees. 
All lawyers are white-collar workers.
Every advocate is a lawyer.
Mary is not a lawyer or a tipped employee.",Mary is a white-collar worker.,"∀x (TippedEmployee(x) → ¬EntitledTo(x, federalMinimumWage))
∀x (WhiteCollarWorker(x) → EntitledTo(x, federalMinimumWage))
∀x (Lawyer(x) → WhiteCollarWorker(x))
∀x (Advocate(x) → Lawyer(x))
¬(Lawyer(mary) ⊕ TippedEmployee(mary))",WhiteCollarWorker(mary),Uncertain
419,"Tipped employees are not entitled to be paid the federal minimum wage by their employees. 
If a person is a white-collar worker, they are entitled to be paid the federal minimum wage by their employees. 
All lawyers are white-collar workers.
Every advocate is a lawyer.
Mary is not a lawyer or a tipped employee.",Mary is an advocate.,"∀x (TippedEmployee(x) → ¬EntitledTo(x, federalMinimumWage))
∀x (WhiteCollarWorker(x) → EntitledTo(x, federalMinimumWage))
∀x (Lawyer(x) → WhiteCollarWorker(x))
∀x (Advocate(x) → Lawyer(x))
¬(Lawyer(mary) ⊕ TippedEmployee(mary))",Advocate(mary),False
420,"Tipped employees are not entitled to be paid the federal minimum wage by their employees. 
If a person is a white-collar worker, they are entitled to be paid the federal minimum wage by their employees. 
All lawyers are white-collar workers.
Every advocate is a lawyer.
Mary is not a lawyer or a tipped employee.",Mary is not an advocate.,"∀x (TippedEmployee(x) → ¬EntitledTo(x, federalMinimumWage))
∀x (WhiteCollarWorker(x) → EntitledTo(x, federalMinimumWage))
∀x (Lawyer(x) → WhiteCollarWorker(x))
∀x (Advocate(x) → Lawyer(x))
¬(Lawyer(mary) ⊕ TippedEmployee(mary))",-all x (Advocate(x) & x = mary),True
421,"Tipped employees are not entitled to be paid the federal minimum wage by their employees. 
If a person is a white-collar worker, they are entitled to be paid the federal minimum wage by their employees. 
All lawyers are white-collar workers.
Every advocate is a lawyer.
Mary is not a lawyer or a tipped employee.",Mary is either an advocate or a tipped employee.,"∀x (TippedEmployee(x) → ¬EntitledTo(x, federalMinimumWage))
∀x (WhiteCollarWorker(x) → EntitledTo(x, federalMinimumWage))
∀x (Lawyer(x) → WhiteCollarWorker(x))
∀x (Advocate(x) → Lawyer(x))
¬(Lawyer(mary) ⊕ TippedEmployee(mary))",Advocate(mary) | TippedEmployee(mary),False
422,"Tipped employees are not entitled to be paid the federal minimum wage by their employees. 
If a person is a white-collar worker, they are entitled to be paid the federal minimum wage by their employees. 
All lawyers are white-collar workers.
Every advocate is a lawyer.
Mary is not a lawyer or a tipped employee.","If Mary is not both an advocate and is entitled to be paid the federal minimum wage by their employees, she is not a tipped employee.","∀x (TippedEmployee(x) → ¬EntitledTo(x, federalMinimumWage))
∀x (WhiteCollarWorker(x) → EntitledTo(x, federalMinimumWage))
∀x (Lawyer(x) → WhiteCollarWorker(x))
∀x (Advocate(x) → Lawyer(x))
¬(Lawyer(mary) ⊕ TippedEmployee(mary))","all x (x = mary -> ( -(Advocate(mary) & EntitledTo(mary,federalMinimumWage)) -> -TippedEmployee(mary)))",True
423,"Tipped employees are not entitled to be paid the federal minimum wage by their employees. 
If a person is a white-collar worker, they are entitled to be paid the federal minimum wage by their employees. 
All lawyers are white-collar workers.
Every advocate is a lawyer.
Mary is not a lawyer or a tipped employee.","If Mary is either an advocate or a tipped employee, she is an advocate.","∀x (TippedEmployee(x) → ¬EntitledTo(x, federalMinimumWage))
∀x (WhiteCollarWorker(x) → EntitledTo(x, federalMinimumWage))
∀x (Lawyer(x) → WhiteCollarWorker(x))
∀x (Advocate(x) → Lawyer(x))
¬(Lawyer(mary) ⊕ TippedEmployee(mary))",all x (((x = mary) & (Advocate(x) | TippedEmployee(x))) -> Advocate(x)),True
424,"Asa Hoffmann was born in New York City.
Asa Hoffman lives in Manhattan.
Asa Hoffman is a chess player.
Some chess players are grandmasters.
People born and living in New York City are New Yorkers.
People living in Manhattan live in New York City.",Asa Hoffmann is a New Yorker.,"BornIn(asaHoffmann, newYorkCity)
LiveIn(asaHoffmann, manhattan)
ChessPlayer(asaHoffmann)
∃x ∃y (ChessPlayer(x) ∧ GrandMaster(x) ∧ (¬(x=y)) ∧ ChessPlayer(y) ∧ GrandMaster(y))
∀x ((BornIn(x, newYorkCity) ∧ LiveIn(x, newYorkCity)) → NewYorker(x))
∀x (LiveIn(x, manhattan) → LiveIn(x, newYorkCity))",NewYorker(asaHoffmann),True
425,"Asa Hoffmann was born in New York City.
Asa Hoffman lives in Manhattan.
Asa Hoffman is a chess player.
Some chess players are grandmasters.
People born and living in New York City are New Yorkers.
People living in Manhattan live in New York City.",Asa Hoffmann is a grandmaster.,"BornIn(asaHoffmann, newYorkCity)
LiveIn(asaHoffmann, manhattan)
ChessPlayer(asaHoffmann)
∃x ∃y (ChessPlayer(x) ∧ GrandMaster(x) ∧ (¬(x=y)) ∧ ChessPlayer(y) ∧ GrandMaster(y))
∀x ((BornIn(x, newYorkCity) ∧ LiveIn(x, newYorkCity)) → NewYorker(x))
∀x (LiveIn(x, manhattan) → LiveIn(x, newYorkCity))",GrandMaster(asaHoffmann),Uncertain
427,"Some of those who apply for a Schengen visa get it.
To apply for a Schengen Visa, you need to provide financial guarantees.
If you need to provide financial guarantees, you must request documents from the bank.
Do not close your bank account if you request documents from the bank.
Philip closed his bank account.",Philip got a Schengen visa.,"∃x (Apply(x, schengenVisa) → Get(x, schengenVisa))
∀x (Apply(x, schengenVisa) → Provide(x, financialGuarantees))
∀x (Provide(x, financialGuarantees) → Request(x, documentsFromBank))
∀x (Request(x, documentsFromBank) → ¬Close(x, bankAccount))
Close(philip, bankAccount)","Get(philip,schengenVisa)",Uncertain
428,"Some of those who apply for a Schengen visa get it.
To apply for a Schengen Visa, you need to provide financial guarantees.
If you need to provide financial guarantees, you must request documents from the bank.
Do not close your bank account if you request documents from the bank.
Philip closed his bank account.",Philip applied for a Schengen visa and got it.,"∃x (Apply(x, schengenVisa) → Get(x, schengenVisa))
∀x (Apply(x, schengenVisa) → Provide(x, financialGuarantees))
∀x (Provide(x, financialGuarantees) → Request(x, documentsFromBank))
∀x (Request(x, documentsFromBank) → ¬Close(x, bankAccount))
Close(philip, bankAccount)","Apply(philip,schengenVisa) & Get(philip,schengenVisa)",False
429,"Some fears lead to anxiety.
Some anxiety leads to terror.",No fears lead to terror.,"∃x ∃y (Fear(x) ∧ Anxiety(y) ∧ LeadTo(x, y) ∧ ¬(x=y))
∃x ∃y (Anxiety(x) ∧ Terror(y) ∧ LeadTo(x, y))","all x all y ( (Fear(x) & Terror(y) & LeadTo(x,y)) -> -(x=x) )",Uncertain
430,"The Great Lakes are Lake Superior, Lake Michigan, Lake Huron, Lake Erie, and Lake Ontario.
Some major settlements of Lake Erie are in NY, PA, OH, and MI.
NY, PA, OH, and MI are states in the US.
ON is a state of Canada.
There is a major settlement of Lake Huron in ON. 
All states are in their country.
The US is in North America.
The Great Lakes began to form at the end of the Last Glacial Period.",There is a great lake that did not form at the end of the Last Glacial Period.,"∀x (GreatLake(x) → Superior(x) ⊕ Michigan(x) ⊕ Huron(x) ⊕ Erie(x) ⊕ Ontario(x))
∀x (Erie (x) ∧ MajorSettlement(x) → In(x, nY) ∨ In(x, pA) ∨ In(x, oH) ∨ In(x, mI))
StateOf(nY, uS) ∧ StateOf(pA, uS) ∧ StateOf(oH, uS) ∧ StateOf(mI, uS)
StateOf(oN, canada)
∃x (Huron(x) ∧ MajorSettlement(x) ∧ In(x, oN))
∀x ∀y (StateOf(x, y) → In(x, y))
In(us, northAmerica)
∀x (GreatLake(x) → FormAtEndOf(x, lastGlacialPeriod))","exists x (GreatLake(x) & -FormAtEndOf(x,lastGlacialPeriod))",False
