id,premise,conclusion,label,prover9
548,"∀x ∀y (PaymentCard(x) ∧ RussianBank(y) ∧ IssuedBy(x, y) → ¬UsedWith(x, applePay))
∀x ∀y (PaymentCard(x) ∧ MIR(x) → RussianBank(y) ∧ IssuedBy(x, y))
∃x (PaymentCard(x) ∧ International(x) → UsedWith(x, applePay))
∀x ∀y (SocialPayment(x) ∧TransferredTo(x, y) → PaymentCard(y) ∧ MIR(y))
PaymentCard(bankOfAmerica) ∧ UsedWith(bankOfAmerica, applePay)","∀x (PaymentCard(bankOfAmerica) ∧ International(bankOfAmerica) ∧ SocialPayment(x) ∧TransferredTo(x, bankOfAmerica))",False,False
549,"∀x ∀y (PaymentCard(x) ∧ RussianBank(y) ∧ IssuedBy(x, y) → ¬UsedWith(x, applePay))
∀x ∀y (PaymentCard(x) ∧ MIR(x) → RussianBank(y) ∧ IssuedBy(x, y))
∃x (PaymentCard(x) ∧ International(x) → UsedWith(x, applePay))
∀x ∀y (SocialPayment(x) ∧TransferredTo(x, y) → PaymentCard(y) ∧ MIR(y))
PaymentCard(bankOfAmerica) ∧ UsedWith(bankOfAmerica, applePay)","∀x ((PaymentCard(bandOfAmerica) ∧ International(bandOfAmerica) ∧ SocialPayment(x) ∧ TransferredTo(x, bandOfAmerica)) → International(bandOfAmerica))",True,True
550,"ProducedBy(luminaAPV, chevrolet)
ProducedBy(astro, chevrolet) ∧ Van(astro)
∀x (Vehicle(x) ∧ ProducedBy(x, chevrolet) ∧ InThisBatch(x) → (Car(x) ⊕ Van(x)))",Van(luminaAPV),Uncertain,False
552,"ProducedBy(luminaAPV, chevrolet)
ProducedBy(astro, chevrolet) ∧ Van(astro)
∀x (Vehicle(x) ∧ ProducedBy(x, chevrolet) ∧ InThisBatch(x) → (Car(x) ⊕ Van(x)))",Van(astro),True,True
553,"ProducedBy(luminaAPV, chevrolet)
ProducedBy(astro, chevrolet) ∧ Van(astro)
∀x (Vehicle(x) ∧ ProducedBy(x, chevrolet) ∧ InThisBatch(x) → (Car(x) ⊕ Van(x)))",Car(astro),False,False
554,"∀x (WorkIn(x, office) → Commuter(x))
∀x (WorkIn(x, office) ⊕ WorkFrom(x, home))
∀x (WorkFrom(x, home) → Have(x, relaxedSchedule))
Commuter(george) ⊕ Have(george, homeOffice)
(WorkFrom(george, home) ⊕ Have(george, homeOffice)) → ¬WorkFrom(george, home) ∧ Commuter(george)","WorkFrom(george, home)",Uncertain,False
555,"∀x (WorkIn(x, office) → Commuter(x))
∀x (WorkIn(x, office) ⊕ WorkFrom(x, home))
∀x (WorkFrom(x, home) → Have(x, relaxedSchedule))
Commuter(george) ⊕ Have(george, homeOffice)
(WorkFrom(george, home) ⊕ Have(george, homeOffice)) → ¬WorkFrom(george, home) ∧ Commuter(george)","¬(WorkFrom(george, home) ∧ WorkIn(george, office)) → ¬(Commuter(george) ∨ Have(george, relaxedSchedule))",False,False
556,"∀x (WorkIn(x, office) → Commuter(x))
∀x (WorkIn(x, office) ⊕ WorkFrom(x, home))
∀x (WorkFrom(x, home) → Have(x, relaxedSchedule))
Commuter(george) ⊕ Have(george, homeOffice)
(WorkFrom(george, home) ⊕ Have(george, homeOffice)) → ¬WorkFrom(george, home) ∧ Commuter(george)","¬(Have(george, homeOffice) ⊕ WorkIn(george, office)) → (WorkFrom(george, home) ⊕ Have(george, relaxedSchedule))",True,True
557,"MusicSupervisor(jasonKramer) ∧ American(jasonKramer)
∃x ∃y (American(x) ∧ MusicSupervisor(x) ∧ RadioPersonality(x) ∧ (¬(x=y)) ∧ American(y) ∧ MusicSupervisor(y) ∧ RadioPersonality(y))
∀x ∀y((HostShowOn(x, y) ∧ PublicRadioStation(x)) → RadioPersonality(x))
RadioPersonality(joeRogan)
∃x(HostShowOn(jasonKramer, x) ∧ PublicRadioStation(x))",American(joeRogan),Uncertain,False
558,"MusicSupervisor(jasonKramer) ∧ American(jasonKramer)
∃x ∃y (American(x) ∧ MusicSupervisor(x) ∧ RadioPersonality(x) ∧ (¬(x=y)) ∧ American(y) ∧ MusicSupervisor(y) ∧ RadioPersonality(y))
∀x ∀y((HostShowOn(x, y) ∧ PublicRadioStation(x)) → RadioPersonality(x))
RadioPersonality(joeRogan)
∃x(HostShowOn(jasonKramer, x) ∧ PublicRadioStation(x))",MusicSupervisor(jasonKramer),True,True
564,"∀x (∃y (LiveIn(x, y) ∧ Place(y) ∧ Named(y, galicia)) → LiveIn(x, spain) ⊕ LiveIn(x, poland))
∀x (LiveIn(x, spain) → LiveIn(x, europe))
∀x (LiveIn(x, poland) → LiveIn(x, europe))
LiveIn(rochelle, europe)
¬LiveIn(dominique, europe)
∃y (LiveIn(alfonso, y) ∧ Place(y) ∧ Named(y, galicia))","∃y (LiveIn(rochelle, y) ∧ Place(y) ∧ Named(y, galicia))",Uncertain,False
568,"BornIn(ralphHammerthaler, wasserburgamInn)
LocatedIn(wasserbAmInn, germany)
LocatedIn(germany, europe)
Writer(ralphHammerthaler) ∧ German(ralphHammerthaler)
BornIn1965(ralphHammerthaler)","LivesIn(ralphHammerthaler, germany)",Uncertain,False
569,"∀x ((Book(x) ∧ WrittenBy(x, neilGaiman)) → ∃y (MoreThan(y, num1000) ∧ SoldCopies(x, y)))
∃x ∃y (Book(x) ∧ Win(x, hugoAward) ∧ WrittenBy(x, neilGaiman) ∧ (¬(x=y)) ∧ Book(y) ∧ Win(y, hugoAward) ∧ WrittenBy(y, neilGaiman))
∀x ((Book(x) ∧ WrittenBy(x, tolkien)) → ReadBy(x, tomas))
ReadBy(hamlet, tomas) ⊕ (∃y (MoreThan(y, num1000) ∧ SoldCopies(hamlet, y)))
∃y (MoreThan(y, num1000) ∧ SoldCopies(hamlet, y)) ⊕ WrittenBy(hamlet, neilGaiman)","Win(hamlet, hugoAward)",Uncertain,False
570,"∀x ((Book(x) ∧ WrittenBy(x, neilGaiman)) → ∃y (MoreThan(y, num1000) ∧ SoldCopies(x, y)))
∃x ∃y (Book(x) ∧ Win(x, hugoAward) ∧ WrittenBy(x, neilGaiman) ∧ (¬(x=y)) ∧ Book(y) ∧ Win(y, hugoAward) ∧ WrittenBy(y, neilGaiman))
∀x ((Book(x) ∧ WrittenBy(x, tolkien)) → ReadBy(x, tomas))
ReadBy(hamlet, tomas) ⊕ (∃y (MoreThan(y, num1000) ∧ SoldCopies(hamlet, y)))
∃y (MoreThan(y, num1000) ∧ SoldCopies(hamlet, y)) ⊕ WrittenBy(hamlet, neilGaiman)","Win(hamlet, hugoAward) ∧ WrittenBy(hamlet, tolkien)",False,False
572,"∀x (Grass(x) → ¬Food(x))
∀x (Meadow(x) → Grass(x))
∀x (Edible(x) → Food(x))
∀x (Fruit(x) → Edible(x))
∀x (Lemon(x) → Fruit(x))
¬(Edible(grape) ∧ Lemon(grape))
Grass(banana) ∨ Fruit(banana)",Food(grape),Uncertain,False
573,"∀x (Grass(x) → ¬Food(x))
∀x (Meadow(x) → Grass(x))
∀x (Edible(x) → Food(x))
∀x (Fruit(x) → Edible(x))
∀x (Lemon(x) → Fruit(x))
¬(Edible(grape) ∧ Lemon(grape))
Grass(banana) ∨ Fruit(banana)",¬Food(grape),Uncertain,False
574,"∀x (Grass(x) → ¬Food(x))
∀x (Meadow(x) → Grass(x))
∀x (Edible(x) → Food(x))
∀x (Fruit(x) → Edible(x))
∀x (Lemon(x) → Fruit(x))
¬(Edible(grape) ∧ Lemon(grape))
Grass(banana) ∨ Fruit(banana)",Lemon(banana) ∧ Meadow(banana),False,False
575,"∀x (Grass(x) → ¬Food(x))
∀x (Meadow(x) → Grass(x))
∀x (Edible(x) → Food(x))
∀x (Fruit(x) → Edible(x))
∀x (Lemon(x) → Fruit(x))
¬(Edible(grape) ∧ Lemon(grape))
Grass(banana) ∨ Fruit(banana)",¬(Lemon(banana) ∧ Meadow(banana)),True,True
576,"Team(goldenStateWarriors) ∧ From(goldenStateWarriors, sanFrancisco)
Won(goldenStateWarriors, nbaFinals)
∀x ((Team(x) ∧ Attending(x, nbaFinals)) → WonManyGames(x))
Team(bostonCeltics) ∧ Lost(bostonCeltics, nbaFinals)
∀x ((Team(x) ∧ Won(x, nbaFinals)) → MoreIncome(x))
∀x ((Won(x, nbaFinals) ∨ Lost(x, nbaFinals)) → Attending(x, nbaFinals))","From(bostonCeltics, sanFrancisco)",Uncertain,False
578,"Team(goldenStateWarriors) ∧ From(goldenStateWarriors, sanFrancisco)
Won(goldenStateWarriors, nbaFinals)
∀x ((Team(x) ∧ Attending(x, nbaFinals)) → WonManyGames(x))
Team(bostonCeltics) ∧ Lost(bostonCeltics, nbaFinals)
∀x ((Team(x) ∧ Won(x, nbaFinals)) → MoreIncome(x))
∀x ((Won(x, nbaFinals) ∨ Lost(x, nbaFinals)) → Attending(x, nbaFinals))",MoreIncome(goldenStateWarriors),True,True
582,"∀x ((Devices(x) ∧ BelongTo(x, company)) → ConnectTo(x, googleHome))
∀x ((Devices(x) ∧ With(x, companyLogo)) → BelongTo(x, company))
∀x ((Devices(x) → (With(x, companyLogo) ⊕ BelongTo(x, employee)))
∀x ((Devices(x) ∧ BelongTo(x, employee)) → CanBeConnectedTo(x, wifi))
∀x ((Devices(x) ∧ ConnectTo(x, googleHome)) → ControlledBy(x, manager))
∀x ((Devices(x) ∧ CanBeConnectedTo(x, wifi)) → EasyToOperate(x))
∀x ((Devices(x) ∧ EasyToOperate(x)) → ProducedAfterNewCTOAppointed(x, company))
Devices(modelXX) ∧ (¬ProducedAfterNewCTOAppointed(modelXX, company))","¬With(modelXX, companyLogo) ∧ (¬ControlledBy(x, manager))",False,False
583,"∀x ((Devices(x) ∧ BelongTo(x, company)) → ConnectTo(x, googleHome))
∀x ((Devices(x) ∧ With(x, companyLogo)) → BelongTo(x, company))
∀x ((Devices(x) → (With(x, companyLogo) ⊕ BelongTo(x, employee)))
∀x ((Devices(x) ∧ BelongTo(x, employee)) → CanBeConnectedTo(x, wifi))
∀x ((Devices(x) ∧ ConnectTo(x, googleHome)) → ControlledBy(x, manager))
∀x ((Devices(x) ∧ CanBeConnectedTo(x, wifi)) → EasyToOperate(x))
∀x ((Devices(x) ∧ EasyToOperate(x)) → ProducedAfterNewCTOAppointed(x, company))
Devices(modelXX) ∧ (¬ProducedAfterNewCTOAppointed(modelXX, company))","With(modelXX, companyLogo) ⊕ ControlledBy(x, manager)",False,False
584,"∀x (CDPlayer(x) → DelicateMechanism(x))
∀x (DelicateMechanism(x) → ¬(Toy(x) ∧ SuitableFor(x, children)))","∃x ∃y (CDPlayer(x) ∧ CDPlayer(y) ∧ Toy(x) ∧ Toy(y) ∧ SuitableFor(x, children) ∧ SuitableFor(y, children) ∧ ¬(x=y))",Uncertain,False
585,"∀x (Mammal(x) → LivingBeing(x)) 
∀x (Elephant(x) → Mammal(x))
∀x (BabyElephant(x) → Elephant(x))
∃x (BabyElephant(x) ∧ Sleepy(x))
LivingBeing(jumbo) → ¬(Elephant(jumbo) ∧ Mammal(jumbo))
Sleepy(jumbo) → BabyElephant(jumbo) ⊕ Mammal(jumbo)",Sleepy(jumbo),False,False
587,"∀x (Mammal(x) → LivingBeing(x)) 
∀x (Elephant(x) → Mammal(x))
∀x (BabyElephant(x) → Elephant(x))
∃x (BabyElephant(x) ∧ Sleepy(x))
LivingBeing(jumbo) → ¬(Elephant(jumbo) ∧ Mammal(jumbo))
Sleepy(jumbo) → BabyElephant(jumbo) ⊕ Mammal(jumbo)",LivingBeing(jumbo),Uncertain,False
590,"∀x (Planet(x) ∧ In(x, solarSystem) → ¬RelyOnToGenerate(x, nuclearFusion, light))
∀x (Star(x) ∧ In(x, solarSystem) → RelyOnToGenerate(x, nuclearFusion, light))
∀x (CelestialBody(x) ∧ In(x, solarSystem) ∧ GreaterThan(x, solarMass, 0point08) → Star(x))
∀x (CelestialBody(x) ∧ In(x, solarSystem) ∧ (∃y (OrbitOf(y, x) ∧ Clear(x, y) ∧ DebrisFree(y))) ∧ NearlySphericalShape(x, gravity) → Planet(x))
(CelestialBody(europa) ∧ In(europa, solarSystem) ∧ (∃y (OrbitOf(y, x) ∧ Clear(x, y) ∧ DebrisFree(y))) ∧ NearlySphericalShape(europa, gravity)) ∨ RelyOnToGenerate(europa, nuclearFusion, light) → CelestialBody(europa) ∧ In(europa, solarSystem)","CelestialBody(europa) ∧ In(europa, solarSystem) ∧ (∃y (OrbitOf(y, x) ∧ Clear(x, y) ∧ DebrisFree(y))) ∧ NearlySphericalShape(europa, gravity)",Uncertain,False
593,"∀x (MaxListenTo(x) → (ClassicalMusic(x) ⊕ Rap(x)))
∀x (MaxListenTo(x) ∧ ClassicalMusic(x) → Song(x) ∧ From(x, 12thCentury))
∀x (MaxListenTo(x) ∧ Rap(x) → Song(x) ∧ By(x, kanyeWest))
∀x (Song(x) ∧ By(x, kanyeWest) → Song(x) ∧ FullOfLyrics(x))
∀x (Song(x) ∧ FullOfLyrics(x) → NeedToBeWrittenWith(x, words))
¬(ClassicalMusic(asItWasByHarryStyles) ∧ Song(asItWasByHarryStyles) ∧ From(asItWasByHarryStyles, 12thCentury))
MaxListenTo(asItWasByHarryStyles)","NeedToBeWrittenWith(asItWasByHarryStyles, words)",True,True
594,"∀x (MaxListenTo(x) → (ClassicalMusic(x) ⊕ Rap(x)))
∀x (MaxListenTo(x) ∧ ClassicalMusic(x) → Song(x) ∧ From(x, 12thCentury))
∀x (MaxListenTo(x) ∧ Rap(x) → Song(x) ∧ By(x, kanyeWest))
∀x (Song(x) ∧ By(x, kanyeWest) → Song(x) ∧ FullOfLyrics(x))
∀x (Song(x) ∧ FullOfLyrics(x) → NeedToBeWrittenWith(x, words))
¬(ClassicalMusic(asItWasByHarryStyles) ∧ Song(asItWasByHarryStyles) ∧ From(asItWasByHarryStyles, 12thCentury))
MaxListenTo(asItWasByHarryStyles)","Song(asItWasByHarryStyles) ∧ From(asItWasByHarryStyles, 12thCentury)",Uncertain,False
595,"∀x (MaxListenTo(x) → (ClassicalMusic(x) ⊕ Rap(x)))
∀x (MaxListenTo(x) ∧ ClassicalMusic(x) → Song(x) ∧ From(x, 12thCentury))
∀x (MaxListenTo(x) ∧ Rap(x) → Song(x) ∧ By(x, kanyeWest))
∀x (Song(x) ∧ By(x, kanyeWest) → Song(x) ∧ FullOfLyrics(x))
∀x (Song(x) ∧ FullOfLyrics(x) → NeedToBeWrittenWith(x, words))
¬(ClassicalMusic(asItWasByHarryStyles) ∧ Song(asItWasByHarryStyles) ∧ From(asItWasByHarryStyles, 12thCentury))
MaxListenTo(asItWasByHarryStyles)","¬(Song(asItWasByHarryStyles) ∧ By(asItWasByHarryStyles, kanyeWest) ∧ NeedToBeWrittenWith(asItWasByHarryStyles, words))",False,False
596,"Produce(whiteTown, yourWoman) ∧ OnePersonBand(whiteTown)
Peak(yourWoman, uKSinglesChart)
∀x ((∃y(Peak(x, y))) → Popular(x))
Peak(yourWoman, iceland) ∧ Peak(yourWoman, israel) ∧ Peak(yourWoman, spain)",Popular(yourWoman),True,True
597,"Produce(whiteTown, yourWoman) ∧ OnePersonBand(whiteTown)
Peak(yourWoman, uKSinglesChart)
∀x ((∃y(Peak(x, y))) → Popular(x))
Peak(yourWoman, iceland) ∧ Peak(yourWoman, israel) ∧ Peak(yourWoman, spain)","∀x (Produce(whiteTown, x) → ¬Popular(x))",False,False
598,"Produce(whiteTown, yourWoman) ∧ OnePersonBand(whiteTown)
Peak(yourWoman, uKSinglesChart)
∀x ((∃y(Peak(x, y))) → Popular(x))
Peak(yourWoman, iceland) ∧ Peak(yourWoman, israel) ∧ Peak(yourWoman, spain)",Successful(whiteTown),Uncertain,False
599,"∀x (Function(x) ∧ RepresentOn(x, straightLine, coordinatePlane) → LinearFunction(x))
∀x (LinearFunction(x) → ¬NonConvexFunction(x))
∀x (Function(x) → NonConvexFunction(x) ⊕ ConvexFunction(x))
∀x (QuasiConvexFunction(x) → RealValuedFunction(x))
∀x (ConvexFunction(x) → QuasiConvexFunction(x))
Function(maximumOfQuasiConvexFunction)
(Function(maximumOfQuasiConvexFunction) ∧ RepresentOn(maximumOfQuasiConvexFunction, straightLine, coordinatePlane)) ∨ ConvexFunction(maximumOfQuasiConvexFunction) ∨ ¬NonConvexFunction(maximumOfQuasiConvexFunction)","Function(maximumOfQuasiConvexFunction) ∧ RepresentOn(maximumOfQuasiConvexFunction, straightLine, coordinatePlane)",Uncertain,False
600,"∀x (Function(x) ∧ RepresentOn(x, straightLine, coordinatePlane) → LinearFunction(x))
∀x (LinearFunction(x) → ¬NonConvexFunction(x))
∀x (Function(x) → NonConvexFunction(x) ⊕ ConvexFunction(x))
∀x (QuasiConvexFunction(x) → RealValuedFunction(x))
∀x (ConvexFunction(x) → QuasiConvexFunction(x))
Function(maximumOfQuasiConvexFunction)
(Function(maximumOfQuasiConvexFunction) ∧ RepresentOn(maximumOfQuasiConvexFunction, straightLine, coordinatePlane)) ∨ ConvexFunction(maximumOfQuasiConvexFunction) ∨ ¬NonConvexFunction(maximumOfQuasiConvexFunction)",¬RealValuedFunction(maximumOfQuasiConvexFunction),False,False
601,"∀x (Function(x) ∧ RepresentOn(x, straightLine, coordinatePlane) → LinearFunction(x))
∀x (LinearFunction(x) → ¬NonConvexFunction(x))
∀x (Function(x) → NonConvexFunction(x) ⊕ ConvexFunction(x))
∀x (QuasiConvexFunction(x) → RealValuedFunction(x))
∀x (ConvexFunction(x) → QuasiConvexFunction(x))
Function(maximumOfQuasiConvexFunction)
(Function(maximumOfQuasiConvexFunction) ∧ RepresentOn(maximumOfQuasiConvexFunction, straightLine, coordinatePlane)) ∨ ConvexFunction(maximumOfQuasiConvexFunction) ∨ ¬NonConvexFunction(maximumOfQuasiConvexFunction)",QuasiConvexFunction(maximumOfQuasiConvexFunction) ∨ ¬RealValuedFunction(maximumOfQuasiConvexFunction),True,True
602,"∀w ∀x ∀y ∀z (SoccerTeam(x) ∧ SoccerTeam(y) ∧ NumberOfGoalScored(x, z) ∧ NumberOfGoalScored(y, w) ∧ y=w ∧ During(regularTime) → PlayExtra(x, y))
∀x ∀y (SoccerTeam(x) ∧ SoccerTeam(y) ∧ SameScore(x, y) ∧ During(regularTime) ∧ During(extraTime) → PlayPenalty(x, y))
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(regularTime)
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(extraTime)","PlayPenalty(realMadrid, atleticoMadrid)",True,True
603,"∀w ∀x ∀y ∀z (SoccerTeam(x) ∧ SoccerTeam(y) ∧ NumberOfGoalScored(x, z) ∧ NumberOfGoalScored(y, w) ∧ y=w ∧ During(regularTime) → PlayExtra(x, y))
∀x ∀y (SoccerTeam(x) ∧ SoccerTeam(y) ∧ SameScore(x, y) ∧ During(regularTime) ∧ During(extraTime) → PlayPenalty(x, y))
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(regularTime)
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(extraTime)","¬PlayPenalty(realMadrid, atleticoMadrid)",False,False
604,"BasedIn(system7, uk) ∧ ElectronicDanceMusicBand(system7)
Form(stevehillage, system7) ∧ Form(miquettegiraudy, system7)
FormerMemberOf(stevehillage, gong) ∧ FormerMemberOf(miquettegiraudy, gong)
∀x (ElectronicDanceMusicBand(x) → Band(x))
∃x (ClubSingle(x) ∧ Release(system7, x))
∀x (ClubSingle(x) → ¬Single(x))","∃x (Form(x, system7) ∧ FormerMemberOf(x, gong))",True,True
605,"BasedIn(system7, uk) ∧ ElectronicDanceMusicBand(system7)
Form(stevehillage, system7) ∧ Form(miquettegiraudy, system7)
FormerMemberOf(stevehillage, gong) ∧ FormerMemberOf(miquettegiraudy, gong)
∀x (ElectronicDanceMusicBand(x) → Band(x))
∃x (ClubSingle(x) ∧ Release(system7, x))
∀x (ClubSingle(x) → ¬Single(x))","∃x (Single(x) ∧ Release(system7, x))",Uncertain,False
606,"BasedIn(system7, uk) ∧ ElectronicDanceMusicBand(system7)
Form(stevehillage, system7) ∧ Form(miquettegiraudy, system7)
FormerMemberOf(stevehillage, gong) ∧ FormerMemberOf(miquettegiraudy, gong)
∀x (ElectronicDanceMusicBand(x) → Band(x))
∃x (ClubSingle(x) ∧ Release(system7, x))
∀x (ClubSingle(x) → ¬Single(x))",¬Band(system7),False,False
607,"∀x (Model(x) ∧ Summarization(x) ∧ OnlyUseInputDocument(x) → Faithful(x))
∀x (Model(x) ∧ Extractive(x) → Model(x) ∧ Summarization(x))
∀x (Model(x) ∧ Extractive(x) → OnlyUseInputDocument(x))",∀x (Model(x) ∧ Extractive(x) → Faithful(x)),True,True
608,"∀x (Model(x) ∧ Summarization(x) ∧ OnlyUseInputDocument(x) → Faithful(x))
∀x (Model(x) ∧ Extractive(x) → Model(x) ∧ Summarization(x))
∀x (Model(x) ∧ Extractive(x) → OnlyUseInputDocument(x))",∃x (Model(x) ∧ Extractive(x) ∧ ¬Faithful(x)),False,False
609,"∀x (RobinsFriends(x) ∧ Practice(x, codingQuestion) → ¬StudyingToGoToToBecome(x, medicalSchool, doctor))
∀x (RobinsFriends(x) ∧ WantToWorkIn(x, softwareEngineeringIndustry) → PracticeCodingQuestions(x))
∀x (RobinsFriends(x) ∧ Enjoy(x, healthcareField) ∧ WantToHelp(x, peopleWithMedicalIssue) → StudyingToGoToToBecome(x, medicalSchool, doctor))
∀x (RobinsFriends(x) ∧ (∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z))) → EnjoyHealthcareFields(x) ∧ WantToHelp(x, peopleWithMedicalIssue))
∀x (RobinsFriends(x) ∧ StudyHard(x) → ∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z)))
RobinsFriends(mark)
¬((Enjoy(x, healthcareField) ∧ WantToHelp(mark, peopleWithMedicalIssues)) ∧ ¬(∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z))) → StudyHard(mark) ∨ (∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z)))",RobinsFriends(mark) ∧ StudyHard(mark),Uncertain,False
610,"∀x (RobinsFriends(x) ∧ Practice(x, codingQuestion) → ¬StudyingToGoToToBecome(x, medicalSchool, doctor))
∀x (RobinsFriends(x) ∧ WantToWorkIn(x, softwareEngineeringIndustry) → PracticeCodingQuestions(x))
∀x (RobinsFriends(x) ∧ Enjoy(x, healthcareField) ∧ WantToHelp(x, peopleWithMedicalIssue) → StudyingToGoToToBecome(x, medicalSchool, doctor))
∀x (RobinsFriends(x) ∧ (∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z))) → EnjoyHealthcareFields(x) ∧ WantToHelp(x, peopleWithMedicalIssue))
∀x (RobinsFriends(x) ∧ StudyHard(x) → ∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z)))
RobinsFriends(mark)
¬((Enjoy(x, healthcareField) ∧ WantToHelp(mark, peopleWithMedicalIssues)) ∧ ¬(∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z))) → StudyHard(mark) ∨ (∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z)))","RobinsFriends(mark) ∧ Practice(mark, codingQuestion) ∧ WantToWorkIn(mark, softwareEngineeringIndustry)",False,False
612,"∀x (WorkAt(x, jesssCompany) ∧ GoToSpafrequently(x) → ¬(Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)))
∀x (WorkAt(x, jesssCompany) → Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)⊕ SpendFrivolously(x, aLotOfMoney))
∀x (WorkAt(x, jesssCompany) ∧ SpendFrivolously(x, aLotOfMoney) → Value(x, qualityManufacturing) ∧ Value(x, luxuryItem))
∀x (WorkAt(x, jesssCompany) ∧ Value(x, qualityManufacturing) ∧ Value(x, luxuryItem) → Enjoy(x, shopping, materialisticItem))
WorkAt(thomas, jesssCompany)
¬(Miserly(thomas) ∧ NeedToSave(thomas, aLargePortionOfIncome)) → ¬((Value(thomas, qualityManufacturing) ∧ Value(thomas, luxuryItem)))
(Value(thomas, qualityManufacturing) ∧ Value(thomas, luxuryItem)) ∨ ¬(Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome))","SpendFrivolously(thomas, aLotOfMoney)",False,False
614,"∀x (WorkAt(x, jesssCompany) ∧ GoToSpafrequently(x) → ¬(Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)))
∀x (WorkAt(x, jesssCompany) → Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)⊕ SpendFrivolously(x, aLotOfMoney))
∀x (WorkAt(x, jesssCompany) ∧ SpendFrivolously(x, aLotOfMoney) → Value(x, qualityManufacturing) ∧ Value(x, luxuryItem))
∀x (WorkAt(x, jesssCompany) ∧ Value(x, qualityManufacturing) ∧ Value(x, luxuryItem) → Enjoy(x, shopping, materialisticItem))
WorkAt(thomas, jesssCompany)
¬(Miserly(thomas) ∧ NeedToSave(thomas, aLargePortionOfIncome)) → ¬((Value(thomas, qualityManufacturing) ∧ Value(thomas, luxuryItem)))
(Value(thomas, qualityManufacturing) ∧ Value(thomas, luxuryItem)) ∨ ¬(Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome))","Enjoy(thomas, shopping, materialisticItem) ⊕ GoToSpaFrequently(thomas) → ¬((Value(x, qualityManufacturing) ∧ Value(x, luxuryItem)) ∨ GoToSpaFrequently(thomas))",False,False
615,"AlbumsReleased(phoenix, 6)
Album(wolfgangamadeusphoenix) ∧ IsAlbumOf(wolfgangamadeusphoenix, phoenix) ∧ SoldOver(wolfgangamadeusphoenix, 500,000)
∀x ((Album(x) ∨ Single(x)) ∧ SoldOver(x, 500,000) → CertifiedGold(x))
Single(1901) ∧ From(1901, wolfgangamadeusphoenix) ∧ By(1901, phoenix)
SoldOver(l1901, 400,000)",CertifiedGold(wolfgangamAdeusPhoenix),True,True
617,"Superhero(peterParker) ⊕ Civilian(peterParker)
Destroyer(theHulk)
Angry(theHulk) → WakesUp(theHulk)
WakesUp(theHulk) → Breaks(theHulk, bridge)
God(thor)
Happy(thor) → Breaks(thor, bridge)
∀x (God(x) → ¬Destroyer(x))
Superhero(peter) → Wears(peter, uniform)
∀x ((Destroyer(x) ∧ Breaks(x,bridge)) → ¬Civilian(peter))
Happy(thor) → Angry(theHulk)",¬WakesUp(theHulk) → ¬Happy(thor),True,True
