id,NLpremise,NLconclusion,premise-FOL,conclusion-FOL,LLM-conclusion-FOL,label,prover9_answer
336,"Ableton has an office in Germany.
Ableton has an office in the USA.
USA and Germany are different countries.
Any company that has offices in different countries is a multinational company.
Ableton makes music software.",Ableton is a multinational company.,"OfficeIn(ableton, germany)
OfficeIn(ableton, unitedStates)
¬SameCountry(germany, unitedStates)
∀x ∀y ∀z (OfficeIn(x, y) ∧ OfficeIn(x, z) ∧ (¬SameCountry(y, z)) → MultinationalCompany(x))
MakesMusicSoftware(ableton)",MultinationalCompany(ableton),MultinationalCompany(Ableton),True,Uncertain
337,"If two soccer teams score the same number of goals in one UCL final during the regular time, they need to play for the extra time.
If two soccer teams score the same number of goals in one UCL final during both regular and extra time, they need to play the penalty shoot-out.
Real Madrid and Atlético Madrid both scored one goal in the 2016 UCL final during the regular time.
Real Madrid and Atlético Madrid both scored zero goals in the 2016 UCL final during the extra time.",Real Madrid and Atlético Madrid did not need to play a penalty shoot-out in the 2016 UCL final.,"∀w ∀x ∀y ∀z (SoccerTeam(x) ∧ SoccerTeam(y) ∧ NumberOfGoalScored(x, z) ∧ NumberOfGoalScored(y, w) ∧ y=w ∧ During(regularTime) → PlayExtra(x, y))
∀x ∀y (SoccerTeam(x) ∧ SoccerTeam(y) ∧ SameScore(x, y) ∧ During(regularTime) ∧ During(extraTime) → PlayPenalty(x, y))
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(regularTime)
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(extraTime)","¬PlayPenalty(realMadrid, atleticoMadrid)","-NeedPenaltyShootOut(RealMadrid,AtleticoMadrid,UCL2016Final)",False,Uncertain
339,"There are no elements with atomic number between 61-63 that are not scarce in China.
Non-rare earth elements are not scarce in China.
All elements are either non-rare earth elements or rare earth elements. 
All rare earth elements can be used for industry.
All rare earth elements are essential for exploring future directions of electronics.
Lithium is either a non-rare earth element and essential for exploring future directions of electronics, or is not a non-rare earth element and is not essential for exploring future directions of electronics.","If Lithium is not essential for exploring future directions of electronics or an element with atomic number between 61-63, then Lithium is not a non-rare earth element or usable in industry.","∀x ((Element(x) ∧ ∃y(Between(y, num61, num63) ∧ AtomicNumber(x, y))) → ScarceIn(x, china))
∀x (¬RareEarthElement(x) → ¬ScarceIn(x, china)) 
∀x (¬RareEarthElement(x) ⊕ RareEarthElement(x)) 
∀x (RareEarthElement(x) → UsedIn(x, industry)) 
∀x (RareEarthElement(x) → EssentialFor(x, electronics))
¬(¬RareEarthElement(lithium) ⊕ EssentialFor(lithium, electronics))","¬(EssentialFor(lithium, electronics) ⊕ (∃y(Between(y, num61, num63) ∧ AtomicNumber(lithium, y)))) → ¬(¬RareEarthMetals(lithium) ∨ UsedIn(lithium, industry))",((( -EssentialFutureElectronics(lithium) | AtomicNumber6163(lithium)) & Element(lithium)) -> (-NonRareEarthElement(lithium) | -UsableInIndustry(lithium))),True,Uncertain
343,"All members of the university faculty are professors.
All principal investigators are members of the university faculty.
No professor is also an undergraduate student.
Anyone pursuing a bachelor's degree is an undergraduate student.
Leon is not pursuing a bachelor's degree, and he is not a principal investigator.
If Leon is not pursuing a bachelor's degree, then he is a professor.",Leon is neither an undergraduate student nor a principal investigator.,"∀x (MemberOf(x, universityFaculty) → Professor(x))
∀x (PrincipalInvestigator(x) → MemberOf(x, universityFaculty))
∀x (Professor(x) → ¬UndergraduateStudent(x))
∀x (Pursuing(x, bachelor) → UndergraduateStudent(x))
¬(Pursuing(leon, bachelor) ⊕ PrincipalInvestigator(leon))
¬Pursuing(leon, bachelor) → Professor(leon)",¬UndergraduateStudent(leon) ∧ ¬PrincipalInvestigator(leon),-UndergradStudent(Leon) & -PrincipalInvestigator(Leon),True,Uncertain
346,"All members of the university faculty are professors.
All principal investigators are members of the university faculty.
No professor is also an undergraduate student.
Anyone pursuing a bachelor's degree is an undergraduate student.
Leon is not pursuing a bachelor's degree, and he is not a principal investigator.
If Leon is not pursuing a bachelor's degree, then he is a professor.","If leon is not a principal investigator, then Leon is an undergraduate student.","∀x (MemberOf(x, universityFaculty) → Professor(x))
∀x (PrincipalInvestigator(x) → MemberOf(x, universityFaculty))
∀x (Professor(x) → ¬UndergraduateStudent(x))
∀x (Pursuing(x, bachelor) → UndergraduateStudent(x))
¬(Pursuing(leon, bachelor) ⊕ PrincipalInvestigator(leon))
¬Pursuing(leon, bachelor) → Professor(leon)",¬PrincipalInvestigator(leon) → UndergraduateStudent(leon),(-PrincipalInvestigator(Leon) -> UndergraduateStudent(Leon)),False,Uncertain
348,"The Mona Lisa is a world's best-known painting.
The Mona Lisa is a portrait painted by Leonardo da Vinci.
Leonardo da Vinci was a scientist and painter.
Painting genres can be history, portrait, animal, landscape, and still life.",A world's best-known artwork is painted by a scientist.,"Painting(monaLisa) ∧ TheWorldsBestKnown(monaLisa)
PaintedBy(monaLisa, leonardodaVinci) ∧ Portrait(monaLisa)
Scientist(leonardodaVinci) ∧ Painter(leonardodaVinci)
∀x (Painting(x) → (History(x) ∨ Portrait(x) ∨ Animal(x) ∨ Landscape(x) ∨ StillLife(x)))","∃x ∃y (Painting(x) ∧ TheWorldsBestKnown(x) ∧ PaintedBy(x, y) ∧ Scientist(y))","exists x exists y (WorldsBestKnownPainting(x) & PaintedBy(x, y) & Scientist(y))",True,Uncertain
349,"No professional tennis umpires are professional tennis players.
If you are a World Tour player, then you are a professional tennis player.
All Grand Slam champions are World Tour players.
All Grand Slam umpires are professional tennis umpires.
Nadal is a World Tour player or a Grand Slam champion",Nadal is not a Grand Slam umpire.,"∀x (ProfessionalTennisUmpire(x) → ¬ProfessionalTennisPlayer(x))
∀x (WorldTourPlayer(x) → ProfessionalTennisPlayer(x))
∀x (GrandSlamChampion(x) → WorldTourPlayer(x))
∀x (GrandSlamUmpire(x) → ProfessionalTennisUmpire(x))
WorldTourPlayer(nadal) ∨ GrandSlamChampion(nadal)",¬GrandSlamUmpire(nadal),-GrandSlamUmpire(Nadal),True,Uncertain
350,"A cutman is responsible for preventing and treating physical damage to a fighter.
Cutmen appear in boxing matches, kickboxing matches, or mixed martial arts matches bout. 
Cutmen handle swelling, nosebleeds and lacerations. 
Jack is a cutman.",Jack is responsible for treating physical damage to a fighter.,"∀x (Cutman(x) → Prevent(x, physicalDamageToAFighter) ∧ Treat(x, physicalDamageToAFighter))
∀x (Cutman(x) → AppearIn(x, boxingMatch) ∨ AppearIn(x, kickboxingMatch) ∨ AppearIn(x, mixedMartialArtsMatchBout))
∀x (Cutman(x) → Handle(x, swelling) ∧ Handle(x, nosebleed) ∧ Handle(x, laceration))
Cutman(jack)","Treat(jack, physicalDamageToAFighter)",ResponsibleForTreatingPhysicalDamageToFighter(Jack),True,Uncertain
352,"No professional tennis umpires are professional tennis players.
If you are a World Tour player, then you are a professional tennis player.
All Grand Slam champions are World Tour players.
All Grand Slam umpires are professional tennis umpires.
Nadal is a World Tour player or a Grand Slam champion","If Nadal is a professional tennis umpire, then Nadal is a Grand Slam Umpire.","∀x (ProfessionalTennisUmpire(x) → ¬ProfessionalTennisPlayer(x))
∀x (WorldTourPlayer(x) → ProfessionalTennisPlayer(x))
∀x (GrandSlamChampion(x) → WorldTourPlayer(x))
∀x (GrandSlamUmpire(x) → ProfessionalTennisUmpire(x))
WorldTourPlayer(nadal) ∨ GrandSlamChampion(nadal)",ProfessionalTennisUmpire(nadal) → GrandSlamUmpire(nadal),ProfessionalTennisUmpire(Nadal) -> GrandSlamUmpire(Nadal),True,Uncertain
355,"No professional tennis umpires are professional tennis players.
If you are a World Tour player, then you are a professional tennis player.
All Grand Slam champions are World Tour players.
All Grand Slam umpires are professional tennis umpires.
Nadal is a World Tour player or a Grand Slam champion",Nadal is neither a Grand Slam umpire nor a professional tennis umpire.,"∀x (ProfessionalTennisUmpire(x) → ¬ProfessionalTennisPlayer(x))
∀x (WorldTourPlayer(x) → ProfessionalTennisPlayer(x))
∀x (GrandSlamChampion(x) → WorldTourPlayer(x))
∀x (GrandSlamUmpire(x) → ProfessionalTennisUmpire(x))
WorldTourPlayer(nadal) ∨ GrandSlamChampion(nadal)",¬(GrandSlamUmpire(nadal) ∨ ProfessionalTennisUmpire(nadal)),-GrandSlamUmpire(Nadal) & -ProfessionalTennisUmpire(Nadal),True,Uncertain
356,"No professional tennis umpires are professional tennis players.
If you are a World Tour player, then you are a professional tennis player.
All Grand Slam champions are World Tour players.
All Grand Slam umpires are professional tennis umpires.
Nadal is a World Tour player or a Grand Slam champion","If Nadal is a Grand Slam umpire or a professional tennis player, then Nadal is a Grand Slam umpire.","∀x (ProfessionalTennisUmpire(x) → ¬ProfessionalTennisPlayer(x))
∀x (WorldTourPlayer(x) → ProfessionalTennisPlayer(x))
∀x (GrandSlamChampion(x) → WorldTourPlayer(x))
∀x (GrandSlamUmpire(x) → ProfessionalTennisUmpire(x))
WorldTourPlayer(nadal) ∨ GrandSlamChampion(nadal)",GrandSlamUmpire(nadal) ∨ ProfessionalTennisPlayer(nadal) → GrandSlamUmpire(nadal),(GrandSlamUmpire(Nadal) | ProfessionalTennisPlayer(Nadal)) -> GrandSlamUmpire(Nadal),False,Uncertain
357,"Businesses are either sanctioned or unsanctioned.
Sanctioned businesses are limited.
Unsanctioned businesses are free.
The Crude Oil Data Exchange is a business that isn't free.",Crude Oil Data Exchange is sanctioned.,"∀x (Buisness(x) → Sanctioned(x) ⊕ ¬Sanctioned(x))
∀x (Buisness(x) ∧ Sanctioned(x) → Limited(x))
∀x (Buisness(x) ∧ ¬Sanctioned(x) → Free(x))
Buisness(crudeOilDataExchange) ∧ ¬Free(crudeOilDataExchange)",Sanctioned(crudeOilDataExchange),Sanctioned(CrudeOilDataExchange),True,Uncertain
358,"Adam Buska is a European football player.
If a European plays football, they play what Americans call soccer.",Adam Buska plays what Americans call soccer.,"FootballPlayer(adamBuska) ∧ European(adamBuska)
∀x (FootballPlayer(x) ∧ European(x) → ∃y (Call(american, y, soccer) ∧ Play(x, y)))","∃y (Call(american, y, soccer) ∧ Play(adamBuska, y))",PlaysSoccer(adamBuska),True,Uncertain
359,"Businesses are either sanctioned or unsanctioned.
Sanctioned businesses are limited.
Unsanctioned businesses are free.
The Crude Oil Data Exchange is a business that isn't free.",Crude Oil Data Exchange is unsanctioned.,"∀x (Buisness(x) → Sanctioned(x) ⊕ ¬Sanctioned(x))
∀x (Buisness(x) ∧ Sanctioned(x) → Limited(x))
∀x (Buisness(x) ∧ ¬Sanctioned(x) → Free(x))
Buisness(crudeOilDataExchange) ∧ ¬Free(crudeOilDataExchange)",¬Sanctioned(crudeOilDataExchange),Unsanctioned(crudeOilDataExchange),False,Uncertain
361,"Businesses are either sanctioned or unsanctioned.
Sanctioned businesses are limited.
Unsanctioned businesses are free.
The Crude Oil Data Exchange is a business that isn't free.",Crude Oil Data Exchange is limited.,"∀x (Buisness(x) → Sanctioned(x) ⊕ ¬Sanctioned(x))
∀x (Buisness(x) ∧ Sanctioned(x) → Limited(x))
∀x (Buisness(x) ∧ ¬Sanctioned(x) → Free(x))
Buisness(crudeOilDataExchange) ∧ ¬Free(crudeOilDataExchange)",Limited(crudeOilDataExchange),Limited(CrudeOilDataExchange),True,Uncertain
362,"If a game is one of the top-3 best selling video-games, then it is multiplatform.
If a game has sold more than 100 million copies, then it is one of the top-3 best-selling video games.
Some games that support Windows are developed by Nintendo.
All multiplatform games can be played on a wide range of devices.
Pokemon Diamond version is neither developed by Nintendo nor can be played on a wide range of devices.",Pokemon Diamond version supports Windows and has sold more than 100 million copies.,"∀x (ATop3BestSellingVideoGame(x) → Multiplatform(x))
∀x (SoldMoreThan100MillionCopies(x) → ATop3BestSellingVideoGame(x))
∃x ((SupportsWindows(x) ∧ AGameDevelopedByNintendo(x)))
∀x (Multiplatform(x) → CanBePlayedOnAWideRangeOfDevices(x))
¬(DevelopedByNintendo(PokemonDiamond) ∨ CanBePlayedOnAWideRangeOfDevices(PokemonDiamond))",(Game(PokemonDiamond) ∧ SupportsWindows(PokemonDiamond)) ∧ (Game(PokemonDiamond) ∧ SoldMoreThan100MillionCopies(PokemonDiamond)),SupportsWindows(PokemonDiamondVersion) & SoldOver100M(PokemonDiamondVersion),False,Uncertain
363,"Koei Tecmo is a Japanese video game and anime holding company.
Holding companies hold several companies.
Tecmo was disbanded in Japan, while Koei survived but was renamed.
Video game holding companies are holding companies.",Koei Tecmo holds another company.,"Japanese(koeitecmo) ∧ VideoGameHoldingCompany(koeitecmo) ∧ AnimeHoldingCompany(koeitecmo) ∧ HoldingCompany(x) 
∀x (HoldingCompany(x) → ∃y(Company(y) ∧ Holds(x, y)))
DisbandsIn(tecmo, japan) ∧ Survives(koei) ∧ Renames(koei)
∀x (VideoGameHoldingCompany(x) → HoldingCompany(x))","∃x (Company(x) ∧ Holds(koeitecmo, x))","exists y (Company(y) & y != koei_tecmo & Holds(koei_tecmo,y))",True,Uncertain
368,"Ann J. Land was a member of the Philadelphia City Council and the Democratic Party.
Ann J. Land ran unopposed for the Philadelphia City Council in 1980.
People who run unopposed for the Philadelphia City Council are elected to the positions they run for in the same year.
Michael Nutter was a political challenger.
Ann J. Land defeated Michael Nutter and ran for the Philadelphia City Council in 1987.",Ann J. Land was elected to the Philadelphia City Council in 1980.,"MemberOf(annJLand, philadelphiaCityCouncil) ∧ MemberOf(annJLand, democraticParty)
RunUnopposedFor(ann, philadelphiaCityCouncil, year1980)
∀x ∀y (RunUnopposedFor(x, philadelphiaCityCouncil, y) → ElectedTo(x, philadelphiaCityCouncil, y))
PoliticalChallenger(michaelNutter)
Defeat(annJLand, michaelNutter) ∧ RunFor(annJLand, philadelphiaCityCouncil, year1987)","ElectedTo(ann, philadelphiaCityCouncil, year1980)","ElectedToInYear(ann_j_land, philadelphia_city_council, y1980)",True,Uncertain
369,"European soccer clubs can attend UCL, UEL, and UECL.
A soccer club eligible to attend UCL has a higher ranking than a soccer club eligible to attend UEL.
A soccer club eligible to attend UEL has a higher ranking than a soccer club eligible to attend UECL.
Manchester United and Machester City are both European soccer clubs.
Manchester United is eligible to attend UEL next season.
Manchester City is eligible to attend UCL next season.",Manchester City has a higher ranking than Manchester United.,"∀x (EuropeanSoccerClub(x) → Attend(x, ucl) ∨ Attend(x, uel) ∨ Attend(x, uecl))
∀x ∀y (EuropeanSoccerClub(x) ∧ EuropeanSoccerClub(y) ∧ Attend(x, ucl) ∧ Attend(y, uel) → HigherRank(x, y))
∀x ∀y (EuropeanSoccerClub(x) ∧ EuropeanSoccerClub(y) ∧ Attend(x, uel) ∧ Attend(y, uecl) → HigherRank(x, y))
EuropeanSoccerClub(manchesterUnited) ∧ EuropeanSoccerClub(manchesterCity)
Attend(manchesterunited, uel)
Attend(manchestercity, ucl)","HigherRank(manchesterCity, manchesterUnited)","HigherRanking(ManchesterCity, ManchesterUnited)",True,Uncertain
371,"If a person coaches a football club, the person is a football coach.
If a person has a position in a club in a year, and the club is in NFL in the same year, the person plays in NFL.
Minnesota Vikings is a football club.
Dennis Green coached Minnesota Vikings.
Cris Carter had 13 touchdown receptions.
Minnesota Vikings were in the National Football League in 1997.
John Randle was Minnesota Vikings defensive tackle in 1997.",John Randle didn't play in the National Football League.,"∀x ∀y ((Coach(x, y) ∧ FootballClub(y)) → FootballCoach(x))
∀w ∀x ∀y ∀z ((PlayPositionFor(x, w, y, z) ∧ InNFL(y, z)) → PlayInNFL(x))
FootballClub(minnesotaVikings)
Coach(dennisGreen, minnesotaVikings)
ReceiveTD(crisCarter, num13)
InNFL(minnesotaVikings, yr1997)
PlayPositionFor(johnRandle, defensiveTackle, minnesotaVikings, yr1997)",¬PlayInNFL(johnRandle),"-PlaysInLeagueInYear(johnRandle, nfl, 1997)",False,Uncertain
377,"Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
Baku is northwest of Shafaq-Asiman.
If place A is northwest of place B, then place B is southeast of place A.",Baku is not northwest of offshore geological structures.,"LargeComplex(shafaqasiman) ∧ LargeComplex(shafaqasiman) ∧ Offshore(shafaqasiman) ∧ GeologicalStructures(shafaqasiman) ∧ In(shafaqasiman, caspiansea)
NorthwestOf(baku, shafaqasiman)
∀x ∀y (NorthwestOf(x, y) → SoutheastOf(y, x))","∀x (GeologicalStructures(x) ∧ Offshore(x) → ¬NorthwestOf(baku, x))","-NorthwestOf(baku, shafaq_asiman)",False,Uncertain
379,"Herodicus was a Greek physician, dietician, sophist, and gymnast.
Herodicus was born in the city of Selymbria.
Selymbria is a colony of the city-state Megara.
One of the tutors of Hippocrates was Herodicus.
Massages were recommended by Herodicus.
Some of the theories of Herodicus are considered to be the foundation of sports medicine.",Herodicus tutored Hippocrates.,"Greek(herodicus) ∧ Physician(herodicus) ∧ Dietician(herodicus) ∧ Sophist(herodicus) ∧ Gymnast(herodicus)
Born(herodicus, selymbia) ∧ City(selymbia)
Colony(selymbia, megara) ∧ CityState(megara)
Tutor(herodicus, hippocrates)
Recommend(herodicus, massages)
∃x ∃y (Theory(x) ∧ From(x, herodicus) ∧ FoundationOf(x, sportsMedicine) ∧ (¬(x=y)) ∧ Theory(y) ∧ From(y, herodicus) ∧ FoundationOf(y, sportsMedicine))","Tutor(herodicus, hippocrates)","TutorOf(herodicus, hippocrates)",True,Uncertain
381,"Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
Baku is northwest of Shafaq-Asiman.
If place A is northwest of place B, then place B is southeast of place A.",A large complex is southeast of Baku.,"LargeComplex(shafaqasiman) ∧ LargeComplex(shafaqasiman) ∧ Offshore(shafaqasiman) ∧ GeologicalStructures(shafaqasiman) ∧ In(shafaqasiman, caspiansea)
NorthwestOf(baku, shafaqasiman)
∀x ∀y (NorthwestOf(x, y) → SoutheastOf(y, x))","∃x (LargeComplex(x) ∧ SoutheastOf(x, baku))","exists x (LargeComplex(x) & SoutheastOf(x, Baku))",True,Uncertain
383,"Herodicus was a Greek physician, dietician, sophist, and gymnast.
Herodicus was born in the city of Selymbria.
Selymbria is a colony of the city-state Megara.
One of the tutors of Hippocrates was Herodicus.
Massages were recommended by Herodicus.
Some of the theories of Herodicus are considered to be the foundation of sports medicine.",Herodicus did not recommend massages.,"Greek(herodicus) ∧ Physician(herodicus) ∧ Dietician(herodicus) ∧ Sophist(herodicus) ∧ Gymnast(herodicus)
Born(herodicus, selymbia) ∧ City(selymbia)
Colony(selymbia, megara) ∧ CityState(megara)
Tutor(herodicus, hippocrates)
Recommend(herodicus, massages)
∃x ∃y (Theory(x) ∧ From(x, herodicus) ∧ FoundationOf(x, sportsMedicine) ∧ (¬(x=y)) ∧ Theory(y) ∧ From(y, herodicus) ∧ FoundationOf(y, sportsMedicine))","¬Recommend(herodicus, massages)","-Recommended(Herodicus, massages)",False,Uncertain
384,"None of the kids in our family love the opera.
All of the adults in our family love the opera.
If someone in our family is a scientist, then they are an adult.
Some students in our family are kids.
Billy is a kid in our family.",Billy is a student and a scientist.,"∀x ((Kid(x) ∧ In(x, ourFamily)) → ¬Love(x, opera))
∀x ((Adult(x) ∧ In(x, ourFamily)) → Love(x, opera))
∀x ((Scientist(x) ∧ In(x, ourFamily)) → Adult(x))
∃x (Student(x) ∧ In(x, ourFamily) ∧ Kid(x))
Kid(billy) ∧ In(billy, ourFamily)",Student(billy)  ∧ Scientist(billy),Student(Billy) & Scientist(Billy),False,Uncertain
385,"Herodicus was a Greek physician, dietician, sophist, and gymnast.
Herodicus was born in the city of Selymbria.
Selymbria is a colony of the city-state Megara.
One of the tutors of Hippocrates was Herodicus.
Massages were recommended by Herodicus.
Some of the theories of Herodicus are considered to be the foundation of sports medicine.",Herodicus was born in a colony of a city-state.,"Greek(herodicus) ∧ Physician(herodicus) ∧ Dietician(herodicus) ∧ Sophist(herodicus) ∧ Gymnast(herodicus)
Born(herodicus, selymbia) ∧ City(selymbia)
Colony(selymbia, megara) ∧ CityState(megara)
Tutor(herodicus, hippocrates)
Recommend(herodicus, massages)
∃x ∃y (Theory(x) ∧ From(x, herodicus) ∧ FoundationOf(x, sportsMedicine) ∧ (¬(x=y)) ∧ Theory(y) ∧ From(y, herodicus) ∧ FoundationOf(y, sportsMedicine))","∃x ∃y (Born(herodicus, x) ∧ Colony(x, y) ∧ CityState(y))","exists c exists s (BornIn(Herodicus, c) & ColonyOf(c, s) & CityState(s))",True,Uncertain
388,"None of the kids in our family love the opera.
All of the adults in our family love the opera.
If someone in our family is a scientist, then they are an adult.
Some students in our family are kids.
Billy is a kid in our family.","If Billy is a student or a scientist, then Billy is a student and a kid.","∀x ((Kid(x) ∧ In(x, ourFamily)) → ¬Love(x, opera))
∀x ((Adult(x) ∧ In(x, ourFamily)) → Love(x, opera))
∀x ((Scientist(x) ∧ In(x, ourFamily)) → Adult(x))
∃x (Student(x) ∧ In(x, ourFamily) ∧ Kid(x))
Kid(billy) ∧ In(billy, ourFamily)",(Student(billy) ∨ Scientist(billy)) → (Student(billy) ∧ Kid(billy)),((Student(Billy) | Scientist(Billy)) -> (Student(Billy) & Kid(Billy))),True,Uncertain
389,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.","If Erica either plays a lot of chess matches or is creative, then Erica is neither interested in puzzles nor a person who plays a lot of chess matches.","∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))","PlaysOften(erica, chess) ⊕ InterestedIn(erica, puzzle) → ¬(InterestedIn(erica, puzzle) ∨ PlaysOften(erica, chess))",(PlaysALotOfChess(erica) | Creative(erica)) -> (-InterestedInPuzzles(erica) & -PlaysALotOfChess(erica)),True,Uncertain
393,"Camp Davern is a traditional summer camp for boys and girls.
Camp Davern was established in the year 1946.
Camp Davern was operated by the YMCA until the year 2015.
Camp Davern is an old summer camp.",One of Ontario's oldest summer camps is a traditional summer camp for boys and girls.,"TraditionalSummerCamp(campDavern) ∧ ForBoysAndGirls(campDavern)
EstablishedIn(campDavern, year1946)
OperatedUntil(yMCA, campDavern, year2015)
Old(campDavern)",∃x (Old(x) ∧ TraditionalSummerCamp(x) ∧ ForBoysAndGirls(x)),exists x (OneOfOntariosOldestSummerCamps(x) & TraditionalSummerCampForBoysAndGirls(x)),True,Uncertain
396,"Camp Davern is a traditional summer camp for boys and girls.
Camp Davern was established in the year 1946.
Camp Davern was operated by the YMCA until the year 2015.
Camp Davern is an old summer camp.",A traditional summer camp for boys and girls was operated by the YMCA until the year 2015.,"TraditionalSummerCamp(campDavern) ∧ ForBoysAndGirls(campDavern)
EstablishedIn(campDavern, year1946)
OperatedUntil(yMCA, campDavern, year2015)
Old(campDavern)","∃x (TraditionalSummerCamp(x) ∧ ForBoysAndGirls(x) ∧ OperatedUntil(YMCA, x, year2015))","exists x (TraditionalSummerCampForBoysAndGirls(x) & OperatedByUntilYear(x, ymca, 2015))",True,Uncertain
400,"Soccer players have a right foot and a left foot.
Top soccer players are soccer players who can use both the left foot and right foot very efficiently.
If a soccer player can score many goals using the left foot, they can use that foot very efficiently.
If a soccer player can score many goals using the right foot, they can use that foot very efficiently.
Cristiano Ronaldo is a soccer player.
Cristiano Ronaldo can use his right foot very efficiently.
Cristiano Ronaldo has scored many goals using his left foot.",Cristiano Ronaldo is a top soccer player.,"∀x (SoccerPlayer(x) → Have(x, leftFoot) ∧ Have(x, rightFoot))
∀x (SoccerPlayer(x) ∧ UseEfficiently(x, leftFoot) ∧ UseEfficiently(x, rightFoot) → TopSoccerPlayer(x))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, leftFoot) → UseEfficiently(x, leftFoot))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, rightFoot) → UseEfficiently(x, rightFoot))
SoccerPlayer(ronaldo)
UseEfficiently(ronaldo, rightFoot)
ScoreUsing(ronaldo, manyGoals, leftFoot)",TopSoccerPlayer(ronaldo),TopSoccerPlayer(cristianoRonaldo),True,Uncertain
403,"All students who attend in person have registered for the conference. 
Students either attend the conference in person or remotely. 
No students from China attend the conference remotely. 
James attends the conference, but he does not attend the conference remotely.
Jack attends the conference, and he is a student from China.",Jack attends the conference in person.,"∀x (AttendInPerson(x) → Registered(x))
∀x (Attend(x) → (AttendInPerson(x) ⊕ AttendRemotely(x)))
∀x ((Attend(x) ∧ FromChina(x)) → ¬AttendRemotely(x))
Attend(james) ∧ (¬AttendRemotely(james))
FromChina(jack) ∧ Attend(jack)",Attend(jack) ∧ AttendInPerson(jack),AttendInPerson(Jack),True,Uncertain
404,"WeTab is a MeeGo-based tablet computer.
WeTab was announced by Neofonie.
Neofonie is a German producer.
Germans live in Germany or abroad.",There is a tablet computer announced by a German producer.,"MeeGoBased(weTab) ∧ TabletComputer(weTab)
∀x (AnnouncedBy(weTab, neofonie))
German(neofonie) ∧ Producer(neofonie)
∀x (German(x) → LiveIn(x, german) ⊕ LiveAbroad(x))","∃x ∃y (TabletComputer(x) ∧ German(y) ∧ Producer(y) ∧ AnnouncedBy(x, y))",exists x (TabletComputer(x) & AnnouncedByGermanProducer(x)),True,Uncertain
406,"All students who attend in person have registered for the conference. 
Students either attend the conference in person or remotely. 
No students from China attend the conference remotely. 
James attends the conference, but he does not attend the conference remotely.
Jack attends the conference, and he is a student from China.",Jack has registered for the conference.,"∀x (AttendInPerson(x) → Registered(x))
∀x (Attend(x) → (AttendInPerson(x) ⊕ AttendRemotely(x)))
∀x ((Attend(x) ∧ FromChina(x)) → ¬AttendRemotely(x))
Attend(james) ∧ (¬AttendRemotely(james))
FromChina(jack) ∧ Attend(jack)",Registered(jack),"RegisteredFor(Jack, conference)",True,Uncertain
407,"Thick as Thieves is a young adult fantasy novel written by Megan Whalen Turner.
Thick as Thieves was published by Greenwillow Books.
If a book was published by a company, then the author of that book worked with the company that published the book.
The fictional Mede Empire is where Thick as Thieves is set.
The Mede Empire plots to swallow up some nearby countries.
Attolia and Sounis are countries near the Mede Empire.
Thick as Thieves was sold both as a hardcover and an e-book.",Thick as Thieves is not set in the Mede Empire.,"YoungAdultFantasy(thickAsTheives) ∧ Novel(thickAsTheives) ∧ WrittenBy(thickAsTheives, meganWhalenTurner)
PublishedBy(thickAsTheives, greenWillowBooks)
∀x ∀y ∀z ((WrittenBy(x, y) ∧ PublishedBy(x, z)) → WorkedWith(y, z))
Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)
∃x ∃y ((Country(x) ∧ Near(x, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, x)) ∧ (¬(x=y) ∧ Near(y, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, y)))
Country(attolia) ∧ Near(attolia, medeEmpire) ∧ Country(sounis) ∧ Near(sounis, medeEmpire)
SoldAs(thickAsTheives, hardCover) ∧ SoldAs(thickAsTheives, softCover)","¬SetIn(thickAsTheives, medeEmpire)","-SetIn(ThickAsThieves, MedeEmpire)",False,Uncertain
