story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id
374,"
All functions that represent straight lines on the coordinate plane are linear functions. 
No linear functions are non-convex functions.
A function is either a non-convex fuction or a convex function.
All quasi-convex functions are real-valued functions.
All convex functions are quasi-convex functions. 
The maximum of quasiconvex functions is a function.
The maximum of quasiconvex functions is a function that represents straight lines on the coordinate plane or it is a convex function or it is not a non-convex function.","∀x (Function(x) ∧ RepresentOn(x, straightLine, coordinatePlane) → LinearFunction(x))
∀x (LinearFunction(x) → ¬NonConvexFunction(x))
∀x (Function(x) → NonConvexFunction(x) ⊕ ConvexFunction(x))
∀x (QuasiConvexFunction(x) → RealValuedFunction(x))
∀x (ConvexFunction(x) → QuasiConvexFunction(x))
Function(maximumOfQuasiConvexFunction)
(Function(maximumOfQuasiConvexFunction) ∧ RepresentOn(maximumOfQuasiConvexFunction, straightLine, coordinatePlane)) ∨ ConvexFunction(maximumOfQuasiConvexFunction) ∨ ¬NonConvexFunction(maximumOfQuasiConvexFunction)",The maximum of quasiconvex functions is a quasi-convex function or it is not a real-valued function.,QuasiConvexFunction(maximumOfQuasiConvexFunction) ∨ ¬RealValuedFunction(maximumOfQuasiConvexFunction),True,998
188,"If two soccer teams score the same number of goals in one UCL final during the regular time, they need to play for the extra time.
If two soccer teams score the same number of goals in one UCL final during both regular and extra time, they need to play the penalty shoot-out.
Real Madrid and Atlético Madrid both scored one goal in the 2016 UCL final during the regular time.
Real Madrid and Atlético Madrid both scored zero goals in the 2016 UCL final during the extra time.","∀w ∀x ∀y ∀z (SoccerTeam(x) ∧ SoccerTeam(y) ∧ NumberOfGoalScored(x, z) ∧ NumberOfGoalScored(y, w) ∧ y=w ∧ During(regularTime) → PlayExtra(x, y))
∀x ∀y (SoccerTeam(x) ∧ SoccerTeam(y) ∧ SameScore(x, y) ∧ During(regularTime) ∧ During(extraTime) → PlayPenalty(x, y))
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(regularTime)
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(extraTime)",Real Madrid and Atlético Madrid needed to play a penalty shoot-out in the 2016 UCL final.,"PlayPenalty(realMadrid, atleticoMadrid)",True,540
188,"If two soccer teams score the same number of goals in one UCL final during the regular time, they need to play for the extra time.
If two soccer teams score the same number of goals in one UCL final during both regular and extra time, they need to play the penalty shoot-out.
Real Madrid and Atlético Madrid both scored one goal in the 2016 UCL final during the regular time.
Real Madrid and Atlético Madrid both scored zero goals in the 2016 UCL final during the extra time.","∀w ∀x ∀y ∀z (SoccerTeam(x) ∧ SoccerTeam(y) ∧ NumberOfGoalScored(x, z) ∧ NumberOfGoalScored(y, w) ∧ y=w ∧ During(regularTime) → PlayExtra(x, y))
∀x ∀y (SoccerTeam(x) ∧ SoccerTeam(y) ∧ SameScore(x, y) ∧ During(regularTime) ∧ During(extraTime) → PlayPenalty(x, y))
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(regularTime)
SoccerTeam(realMadrid) ∧ SoccerTeam(atleticoMadrid) ∧ SameScore(realMadrid, atleticoMadrid) ∧ During(extraTime)",Real Madrid and Atlético Madrid did not need to play a penalty shoot-out in the 2016 UCL final.,"¬PlayPenalty(realMadrid, atleticoMadrid)",False,541
13,"System 7 is a UK-based electronic dance music band.
Steve Hillage and Miquette Giraudy formed System 7.
Steve Hillage and Miquette Giraudy are former members of the band Gong.
Electric dance music bands are bands.
System 7 has released several club singles.
Club singles are not singles.","BasedIn(system7, uk) ∧ ElectronicDanceMusicBand(system7)
Form(stevehillage, system7) ∧ Form(miquettegiraudy, system7)
FormerMemberOf(stevehillage, gong) ∧ FormerMemberOf(miquettegiraudy, gong)
∀x (ElectronicDanceMusicBand(x) → Band(x))
∃x (ClubSingle(x) ∧ Release(system7, x))
∀x (ClubSingle(x) → ¬Single(x))",System 7 was formed by former members of Gong.,"∃x (Form(x, system7) ∧ FormerMemberOf(x, gong))",True,35
13,"System 7 is a UK-based electronic dance music band.
Steve Hillage and Miquette Giraudy formed System 7.
Steve Hillage and Miquette Giraudy are former members of the band Gong.
Electric dance music bands are bands.
System 7 has released several club singles.
Club singles are not singles.","BasedIn(system7, uk) ∧ ElectronicDanceMusicBand(system7)
Form(stevehillage, system7) ∧ Form(miquettegiraudy, system7)
FormerMemberOf(stevehillage, gong) ∧ FormerMemberOf(miquettegiraudy, gong)
∀x (ElectronicDanceMusicBand(x) → Band(x))
∃x (ClubSingle(x) ∧ Release(system7, x))
∀x (ClubSingle(x) → ¬Single(x))",System 7 has released several singles.,"∃x (Single(x) ∧ Release(system7, x))",Uncertain,36
13,"System 7 is a UK-based electronic dance music band.
Steve Hillage and Miquette Giraudy formed System 7.
Steve Hillage and Miquette Giraudy are former members of the band Gong.
Electric dance music bands are bands.
System 7 has released several club singles.
Club singles are not singles.","BasedIn(system7, uk) ∧ ElectronicDanceMusicBand(system7)
Form(stevehillage, system7) ∧ Form(miquettegiraudy, system7)
FormerMemberOf(stevehillage, gong) ∧ FormerMemberOf(miquettegiraudy, gong)
∀x (ElectronicDanceMusicBand(x) → Band(x))
∃x (ClubSingle(x) ∧ Release(system7, x))
∀x (ClubSingle(x) → ¬Single(x))",System 7 is not a band.,¬Band(system7),False,37
189,"A summarization model is always faithful if it uses content from the input documents.
Extractive models are summarization models.
An extractive model can only use content from the input documents.","∀x (Model(x) ∧ Summarization(x) ∧ OnlyUseInputDocument(x) → Faithful(x))
∀x (Model(x) ∧ Extractive(x) → Model(x) ∧ Summarization(x))
∀x (Model(x) ∧ Extractive(x) → OnlyUseInputDocument(x))",Extractive models are always faithful.,∀x (Model(x) ∧ Extractive(x) → Faithful(x)),True,542
189,"A summarization model is always faithful if it uses content from the input documents.
Extractive models are summarization models.
An extractive model can only use content from the input documents.","∀x (Model(x) ∧ Summarization(x) ∧ OnlyUseInputDocument(x) → Faithful(x))
∀x (Model(x) ∧ Extractive(x) → Model(x) ∧ Summarization(x))
∀x (Model(x) ∧ Extractive(x) → OnlyUseInputDocument(x))",Extractive models are not always faithful.,∃x (Model(x) ∧ Extractive(x) ∧ ¬Faithful(x)),False,543
370,"If Robin's friends practice coding questions, then they are not studying to go to medical school to become a doctor.
If Robin's friends want to work in the software engineering industry, then they practice coding questions.
If Robin's friends enjoy healthcare fields and want to help people with medical issues, then they are studying to go to medical school to become a doctor.
If Robin's friends grew up with parents who worked as doctors, then they enjoy healthcare fields and want to help people with medical issues.
If Robin's friends study hard, then they grew up with parents who worked as doctors.
Mark is Robin's friend.
If Mark neither enjoys healthcare fields and wants to help people with medical issues nor grew up with parents who worked as doctors, then Mark is either a person who studies hard or grew up with parents who worked as doctors.","∀x (RobinsFriends(x) ∧ Practice(x, codingQuestion) → ¬StudyingToGoToToBecome(x, medicalSchool, doctor))
∀x (RobinsFriends(x) ∧ WantToWorkIn(x, softwareEngineeringIndustry) → PracticeCodingQuestions(x))
∀x (RobinsFriends(x) ∧ Enjoy(x, healthcareField) ∧ WantToHelp(x, peopleWithMedicalIssue) → StudyingToGoToToBecome(x, medicalSchool, doctor))
∀x (RobinsFriends(x) ∧ (∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z))) → EnjoyHealthcareFields(x) ∧ WantToHelp(x, peopleWithMedicalIssue))
∀x (RobinsFriends(x) ∧ StudyHard(x) → ∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z)))
RobinsFriends(mark)
¬((Enjoy(x, healthcareField) ∧ WantToHelp(mark, peopleWithMedicalIssues)) ∧ ¬(∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z))) → StudyHard(mark) ∨ (∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z)))",Mark is Robin's friend and he is a person who studies hard.,RobinsFriends(mark) ∧ StudyHard(mark),Uncertain,984
370,"If Robin's friends practice coding questions, then they are not studying to go to medical school to become a doctor.
If Robin's friends want to work in the software engineering industry, then they practice coding questions.
If Robin's friends enjoy healthcare fields and want to help people with medical issues, then they are studying to go to medical school to become a doctor.
If Robin's friends grew up with parents who worked as doctors, then they enjoy healthcare fields and want to help people with medical issues.
If Robin's friends study hard, then they grew up with parents who worked as doctors.
Mark is Robin's friend.
If Mark neither enjoys healthcare fields and wants to help people with medical issues nor grew up with parents who worked as doctors, then Mark is either a person who studies hard or grew up with parents who worked as doctors.","∀x (RobinsFriends(x) ∧ Practice(x, codingQuestion) → ¬StudyingToGoToToBecome(x, medicalSchool, doctor))
∀x (RobinsFriends(x) ∧ WantToWorkIn(x, softwareEngineeringIndustry) → PracticeCodingQuestions(x))
∀x (RobinsFriends(x) ∧ Enjoy(x, healthcareField) ∧ WantToHelp(x, peopleWithMedicalIssue) → StudyingToGoToToBecome(x, medicalSchool, doctor))
∀x (RobinsFriends(x) ∧ (∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z))) → EnjoyHealthcareFields(x) ∧ WantToHelp(x, peopleWithMedicalIssue))
∀x (RobinsFriends(x) ∧ StudyHard(x) → ∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z)))
RobinsFriends(mark)
¬((Enjoy(x, healthcareField) ∧ WantToHelp(mark, peopleWithMedicalIssues)) ∧ ¬(∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z))) → StudyHard(mark) ∨ (∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z)))",Mark is Robin's friend and he practices coding questions and wants to work in the software engineering industry.,"RobinsFriends(mark) ∧ Practice(mark, codingQuestion) ∧ WantToWorkIn(mark, softwareEngineeringIndustry)",False,985
370,"If Robin's friends practice coding questions, then they are not studying to go to medical school to become a doctor.
If Robin's friends want to work in the software engineering industry, then they practice coding questions.
If Robin's friends enjoy healthcare fields and want to help people with medical issues, then they are studying to go to medical school to become a doctor.
If Robin's friends grew up with parents who worked as doctors, then they enjoy healthcare fields and want to help people with medical issues.
If Robin's friends study hard, then they grew up with parents who worked as doctors.
Mark is Robin's friend.
If Mark neither enjoys healthcare fields and wants to help people with medical issues nor grew up with parents who worked as doctors, then Mark is either a person who studies hard or grew up with parents who worked as doctors.","∀x (RobinsFriends(x) ∧ Practice(x, codingQuestion) → ¬StudyingToGoToToBecome(x, medicalSchool, doctor))
∀x (RobinsFriends(x) ∧ WantToWorkIn(x, softwareEngineeringIndustry) → PracticeCodingQuestions(x))
∀x (RobinsFriends(x) ∧ Enjoy(x, healthcareField) ∧ WantToHelp(x, peopleWithMedicalIssue) → StudyingToGoToToBecome(x, medicalSchool, doctor))
∀x (RobinsFriends(x) ∧ (∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z))) → EnjoyHealthcareFields(x) ∧ WantToHelp(x, peopleWithMedicalIssue))
∀x (RobinsFriends(x) ∧ StudyHard(x) → ∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z)))
RobinsFriends(mark)
¬((Enjoy(x, healthcareField) ∧ WantToHelp(mark, peopleWithMedicalIssues)) ∧ ¬(∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z))) → StudyHard(mark) ∨ (∃y ∃z (¬(y=z) ∧ GrowUpWith(x, y) ∧ GrowUpWith(x, z) ∧ ParentOf(y, x) ∧ ParentOf(z, x) ∧ Doctor(y) ∧ Doctor(z)))",Mark is Robin's friend and he neither practices coding questions nor works to work in the software engineering industry.,"RobinsFriends(mark) ∧ ¬(Practice(mark, codingQuestion) ∨ WantToWorkIn(mark, softwareEngineeringIndustry))",True,986
383,"People who work at Jess's company and go to the spa frequently are not people who are miserly and need to save a large portion of their income.
People who work at Jess's company are either miserly and need to save a large portion of their income, or frivolously spend a lot of money.
If people who work at Jess's company frivolously spend a lot of money when they go out, then they value quality manufacturing and luxury items.
If people who work at Jess's company value quality manufacturing and luxury items, then they enjoy shopping for materialistic items in their free time.
Thomas works at Jess's company.
If Thomas is not miserly and needs to save a large portion of his income, then Thomas does not value quality manufacturing and luxury items.
Thomas values quality manufacturing and luxury items or he is not miserly.","∀x (WorkAt(x, jesssCompany) ∧ GoToSpafrequently(x) → ¬(Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)))
∀x (WorkAt(x, jesssCompany) → Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)⊕ SpendFrivolously(x, aLotOfMoney))
∀x (WorkAt(x, jesssCompany) ∧ SpendFrivolously(x, aLotOfMoney) → Value(x, qualityManufacturing) ∧ Value(x, luxuryItem))
∀x (WorkAt(x, jesssCompany) ∧ Value(x, qualityManufacturing) ∧ Value(x, luxuryItem) → Enjoy(x, shopping, materialisticItem))
WorkAt(thomas, jesssCompany)
¬(Miserly(thomas) ∧ NeedToSave(thomas, aLargePortionOfIncome)) → ¬((Value(thomas, qualityManufacturing) ∧ Value(thomas, luxuryItem)))
(Value(thomas, qualityManufacturing) ∧ Value(thomas, luxuryItem)) ∨ ¬(Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome))",Thomas frivolously spends a lot of money.,"SpendFrivolously(thomas, aLotOfMoney)",False,1023
383,"People who work at Jess's company and go to the spa frequently are not people who are miserly and need to save a large portion of their income.
People who work at Jess's company are either miserly and need to save a large portion of their income, or frivolously spend a lot of money.
If people who work at Jess's company frivolously spend a lot of money when they go out, then they value quality manufacturing and luxury items.
If people who work at Jess's company value quality manufacturing and luxury items, then they enjoy shopping for materialistic items in their free time.
Thomas works at Jess's company.
If Thomas is not miserly and needs to save a large portion of his income, then Thomas does not value quality manufacturing and luxury items.
Thomas values quality manufacturing and luxury items or he is not miserly.","∀x (WorkAt(x, jesssCompany) ∧ GoToSpafrequently(x) → ¬(Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)))
∀x (WorkAt(x, jesssCompany) → Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)⊕ SpendFrivolously(x, aLotOfMoney))
∀x (WorkAt(x, jesssCompany) ∧ SpendFrivolously(x, aLotOfMoney) → Value(x, qualityManufacturing) ∧ Value(x, luxuryItem))
∀x (WorkAt(x, jesssCompany) ∧ Value(x, qualityManufacturing) ∧ Value(x, luxuryItem) → Enjoy(x, shopping, materialisticItem))
WorkAt(thomas, jesssCompany)
¬(Miserly(thomas) ∧ NeedToSave(thomas, aLargePortionOfIncome)) → ¬((Value(thomas, qualityManufacturing) ∧ Value(thomas, luxuryItem)))
(Value(thomas, qualityManufacturing) ∧ Value(thomas, luxuryItem)) ∨ ¬(Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome))","Thomas either enjoys shopping for materialistic items in his free time or, if he does not, then he goes to the spa frequently.","Enjoy(thomas, shopping, materialisticItem) ⊕ GoToSpaFrequently(thomas)",True,1024
383,"People who work at Jess's company and go to the spa frequently are not people who are miserly and need to save a large portion of their income.
People who work at Jess's company are either miserly and need to save a large portion of their income, or frivolously spend a lot of money.
If people who work at Jess's company frivolously spend a lot of money when they go out, then they value quality manufacturing and luxury items.
If people who work at Jess's company value quality manufacturing and luxury items, then they enjoy shopping for materialistic items in their free time.
Thomas works at Jess's company.
If Thomas is not miserly and needs to save a large portion of his income, then Thomas does not value quality manufacturing and luxury items.
Thomas values quality manufacturing and luxury items or he is not miserly.","∀x (WorkAt(x, jesssCompany) ∧ GoToSpafrequently(x) → ¬(Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)))
∀x (WorkAt(x, jesssCompany) → Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)⊕ SpendFrivolously(x, aLotOfMoney))
∀x (WorkAt(x, jesssCompany) ∧ SpendFrivolously(x, aLotOfMoney) → Value(x, qualityManufacturing) ∧ Value(x, luxuryItem))
∀x (WorkAt(x, jesssCompany) ∧ Value(x, qualityManufacturing) ∧ Value(x, luxuryItem) → Enjoy(x, shopping, materialisticItem))
WorkAt(thomas, jesssCompany)
¬(Miserly(thomas) ∧ NeedToSave(thomas, aLargePortionOfIncome)) → ¬((Value(thomas, qualityManufacturing) ∧ Value(thomas, luxuryItem)))
(Value(thomas, qualityManufacturing) ∧ Value(thomas, luxuryItem)) ∨ ¬(Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome))","If Thomas either enjoys shopping for materialistic items in his free time or, if he does not, then he goes to the spa frequently, then Thomas neither values quality manufacturing and luxury items nor goes to the spa frequently.","Enjoy(thomas, shopping, materialisticItem) ⊕ GoToSpaFrequently(thomas) → ¬((Value(x, qualityManufacturing) ∧ Value(x, luxuryItem)) ∨ GoToSpaFrequently(thomas))",False,1025
220,"The indie pop band Phoenix has released six albums. 
Phoenix's album ""Wolfgang Amadeus Phoenix"" sold over 500,000 copies. 
A certified gold album or single is one which sold over half a million copies. 
""1901"" is a single from Phoenix's album ""Wolfgang Amadeus Phoenix.""
Over 400,000 copies of ""1901"" have been sold. ","AlbumsReleased(phoenix, 6)
Album(wolfgangamadeusphoenix) ∧ IsAlbumOf(wolfgangamadeusphoenix, phoenix) ∧ SoldOver(wolfgangamadeusphoenix, 500,000)
∀x ((Album(x) ∨ Single(x)) ∧ SoldOver(x, 500,000) → CertifiedGold(x))
Single(1901) ∧ From(1901, wolfgangamadeusphoenix) ∧ By(1901, phoenix)
SoldOver(l1901, 400,000)","The album ""Wolfgang Amadeus Phoenix"" is a certified gold album.",CertifiedGold(wolfgangamAdeusPhoenix),True,624
220,"The indie pop band Phoenix has released six albums. 
Phoenix's album ""Wolfgang Amadeus Phoenix"" sold over 500,000 copies. 
A certified gold album or single is one which sold over half a million copies. 
""1901"" is a single from Phoenix's album ""Wolfgang Amadeus Phoenix.""
Over 400,000 copies of ""1901"" have been sold. ","AlbumsReleased(phoenix, 6)
Album(wolfgangamadeusphoenix) ∧ IsAlbumOf(wolfgangamadeusphoenix, phoenix) ∧ SoldOver(wolfgangamadeusphoenix, 500,000)
∀x ((Album(x) ∨ Single(x)) ∧ SoldOver(x, 500,000) → CertifiedGold(x))
Single(1901) ∧ From(1901, wolfgangamadeusphoenix) ∧ By(1901, phoenix)
SoldOver(l1901, 400,000)","The single ""1901"" is a certified gold single.",CertifiedGold(1901),Uncertain,625
5,"Peter Parker is either a superhero or a civilian.
The Hulk is a destroyer.
The Hulk wakes up when he is angry.
If the Hulk wakes up, then he will break a bridge.
Thor is a god.
Thor will break a bridge when he is happy.
A god is not a destroyer.
Peter Parker wears a uniform when he is a superhero.
Peter Parker is not a civilian if a destroyer is breaking a bridge.
If Thor is happy, the Hulk is angry.","Superhero(peterParker) ⊕ Civilian(peterParker)
Destroyer(theHulk)
Angry(theHulk) → WakesUp(theHulk)
WakesUp(theHulk) → Breaks(theHulk, bridge)
God(thor)
Happy(thor) → Breaks(thor, bridge)
∀x (God(x) → ¬Destroyer(x))
Superhero(peter) → Wears(peter, uniform)
∀x ((Destroyer(x) ∧ Breaks(x,bridge)) → ¬Civilian(peter))
Happy(thor) → Angry(theHulk)","If the Hulk does not wake up, then Thor is not happy.",¬WakesUp(theHulk) → ¬Happy(thor),True,11
5,"Peter Parker is either a superhero or a civilian.
The Hulk is a destroyer.
The Hulk wakes up when he is angry.
If the Hulk wakes up, then he will break a bridge.
Thor is a god.
Thor will break a bridge when he is happy.
A god is not a destroyer.
Peter Parker wears a uniform when he is a superhero.
Peter Parker is not a civilian if a destroyer is breaking a bridge.
If Thor is happy, the Hulk is angry.","Superhero(peterParker) ⊕ Civilian(peterParker)
Destroyer(theHulk)
Angry(theHulk) → WakesUp(theHulk)
WakesUp(theHulk) → Breaks(theHulk, bridge)
God(thor)
Happy(thor) → Breaks(thor, bridge)
∀x (God(x) → ¬Destroyer(x))
Superhero(peter) → Wears(peter, uniform)
∀x ((Destroyer(x) ∧ Breaks(x,bridge)) → ¬Civilian(peter))
Happy(thor) → Angry(theHulk)","If Thor is happy, then Peter Parker wears a uniform.","Happy(thor) → Wears(peterParker, uniform)",True,12
5,"Peter Parker is either a superhero or a civilian.
The Hulk is a destroyer.
The Hulk wakes up when he is angry.
If the Hulk wakes up, then he will break a bridge.
Thor is a god.
Thor will break a bridge when he is happy.
A god is not a destroyer.
Peter Parker wears a uniform when he is a superhero.
Peter Parker is not a civilian if a destroyer is breaking a bridge.
If Thor is happy, the Hulk is angry.","Superhero(peterParker) ⊕ Civilian(peterParker)
Destroyer(theHulk)
Angry(theHulk) → WakesUp(theHulk)
WakesUp(theHulk) → Breaks(theHulk, bridge)
God(thor)
Happy(thor) → Breaks(thor, bridge)
∀x (God(x) → ¬Destroyer(x))
Superhero(peter) → Wears(peter, uniform)
∀x ((Destroyer(x) ∧ Breaks(x,bridge)) → ¬Civilian(peter))
Happy(thor) → Angry(theHulk)","If Thor is not happy, then no bridge will be broken.","¬Happy(thor) → ¬Breaks(thor, bridge)",Uncertain,13
85,"Diethylcarbamazine is a medication discovered in the year 1947.
Diethylcarbamazine can be used to treat river blindness.
The only preferred treatment for river blindness is ivermectin.
Diethylcarbamazine is not ivermectin.","Medication(diethylcarbamazine) ∧ DiscoversIn(diethylcarbamazine, yr1947)
Treats(diethylcarbamazine, riverBlindness)
PreferredTreatmentFor(riverBlindness, ivermectin)
¬(Is(diethylcarbamazine, ivermectin))",Diethylcarbamazine is not preferred for the treatment of river blindness.,"¬(PreferredTreatmentFor(riverBlindness, diethylcarbamazine))",True,258
85,"Diethylcarbamazine is a medication discovered in the year 1947.
Diethylcarbamazine can be used to treat river blindness.
The only preferred treatment for river blindness is ivermectin.
Diethylcarbamazine is not ivermectin.","Medication(diethylcarbamazine) ∧ DiscoversIn(diethylcarbamazine, yr1947)
Treats(diethylcarbamazine, riverBlindness)
PreferredTreatmentFor(riverBlindness, ivermectin)
¬(Is(diethylcarbamazine, ivermectin))",Diethylcarbamazine was often used to treat river blindness.,"Treats(diethylcarbamazine, riverBlindness)",Uncertain,259
85,"Diethylcarbamazine is a medication discovered in the year 1947.
Diethylcarbamazine can be used to treat river blindness.
The only preferred treatment for river blindness is ivermectin.
Diethylcarbamazine is not ivermectin.","Medication(diethylcarbamazine) ∧ DiscoversIn(diethylcarbamazine, yr1947)
Treats(diethylcarbamazine, riverBlindness)
PreferredTreatmentFor(riverBlindness, ivermectin)
¬(Is(diethylcarbamazine, ivermectin))",Diethylcarbamazine is used in the treatment of filariasis.,"Treats(diethylcarbamazine, filariasis)",Uncertain,260
392,"All prime numbers are natural numbers.
All integers are real numbers. 
All real numbers are complex numbers. 
One is a prime number or a natural number or both.
If one is not a complex number, then one is a prime number and an integer.","∀x (PrimeNumber(x) → NaturalNumber(x)) 
∀x (Integer(x) → RealNumber(x))
∀x (RealNumber(x) → ComplexNumber(x)) 
PrimeNumber(one) ∨ NaturalNumber(one)
¬ComplexNumber(one) → (PrimeNumber(one) ∧ Integer(one))",One is a real number.,RealNumber(one),Uncertain,1057
392,"All prime numbers are natural numbers.
All integers are real numbers. 
All real numbers are complex numbers. 
One is a prime number or a natural number or both.
If one is not a complex number, then one is a prime number and an integer.","∀x (PrimeNumber(x) → NaturalNumber(x)) 
∀x (Integer(x) → RealNumber(x))
∀x (RealNumber(x) → ComplexNumber(x)) 
PrimeNumber(one) ∨ NaturalNumber(one)
¬ComplexNumber(one) → (PrimeNumber(one) ∧ Integer(one))",One is a prime number and a natural number.,PrimeNumber(one) ∧ NaturalNumber(one),True,1058
392,"All prime numbers are natural numbers.
All integers are real numbers. 
All real numbers are complex numbers. 
One is a prime number or a natural number or both.
If one is not a complex number, then one is a prime number and an integer.","∀x (PrimeNumber(x) → NaturalNumber(x)) 
∀x (Integer(x) → RealNumber(x))
∀x (RealNumber(x) → ComplexNumber(x)) 
PrimeNumber(one) ∨ NaturalNumber(one)
¬ComplexNumber(one) → (PrimeNumber(one) ∧ Integer(one))",One is either a prime number or a natural number.,PrimeNumber(one) ⊕  NaturalNumber(one),False,1059
387,"If some diseases require a medical diagnosis, then lab tests or imaging is required. 
All rare diseases require a medical diagnosis.
If a disease is mild, then no lab tests or imaging is required. 
All blood cancers are rare diseases.
All types of leukemia are diseases and blood cancers. 
Bladder cancer is a disease and is blood cancer or Leukemia.","∀x (Disease(x) ∧ Require(x, medicalDiagnosis) → RequiredFor(labTest, x) ∨ RequiredFor(imaging, x)) 
∀x (RareDisease(x) → Require(x, medicalDiagnosis))
∀x (Disease(x) ∧ Mild(x) → ¬(RequiredFor(labTest, x) ∨ RequiredFor(imaging, x))) 
∀x (BloodCancer(x) → RareDiseases(x))
∀x (Disease(x) ∧ Leukemia(x) → BloodCancer(x))
Disease(bladderCancer) ∧ (BloodCancer(bladderCancer) ∨ Leukemia(bladderCancer))",Bladder cancer is a mild disease.,Mild(bladderCancer),False,1035
387,"If some diseases require a medical diagnosis, then lab tests or imaging is required. 
All rare diseases require a medical diagnosis.
If a disease is mild, then no lab tests or imaging is required. 
All blood cancers are rare diseases.
All types of leukemia are diseases and blood cancers. 
Bladder cancer is a disease and is blood cancer or Leukemia.","∀x (Disease(x) ∧ Require(x, medicalDiagnosis) → RequiredFor(labTest, x) ∨ RequiredFor(imaging, x)) 
∀x (RareDisease(x) → Require(x, medicalDiagnosis))
∀x (Disease(x) ∧ Mild(x) → ¬(RequiredFor(labTest, x) ∨ RequiredFor(imaging, x))) 
∀x (BloodCancer(x) → RareDiseases(x))
∀x (Disease(x) ∧ Leukemia(x) → BloodCancer(x))
Disease(bladderCancer) ∧ (BloodCancer(bladderCancer) ∨ Leukemia(bladderCancer))",Bladder cancer is Leukemia.,Leukemia(bladderCancer),Uncertain,1036
387,"If some diseases require a medical diagnosis, then lab tests or imaging is required. 
All rare diseases require a medical diagnosis.
If a disease is mild, then no lab tests or imaging is required. 
All blood cancers are rare diseases.
All types of leukemia are diseases and blood cancers. 
Bladder cancer is a disease and is blood cancer or Leukemia.","∀x (Disease(x) ∧ Require(x, medicalDiagnosis) → RequiredFor(labTest, x) ∨ RequiredFor(imaging, x)) 
∀x (RareDisease(x) → Require(x, medicalDiagnosis))
∀x (Disease(x) ∧ Mild(x) → ¬(RequiredFor(labTest, x) ∨ RequiredFor(imaging, x))) 
∀x (BloodCancer(x) → RareDiseases(x))
∀x (Disease(x) ∧ Leukemia(x) → BloodCancer(x))
Disease(bladderCancer) ∧ (BloodCancer(bladderCancer) ∨ Leukemia(bladderCancer))",Bladder cancer is either a rare disease or a mild disease.,RareDisease(bladderCancer) ⊕ Mild(bladderCancer),True,1037
